question,iris_answer,correct_answer,context
What are the weaknesses of conventional phrase-based translation systems compared to neural machine translation? ,"Conventional phrase-based translation systems have several weaknesses compared to Neural Machine Translation (NMT), including:

1. Brittle design choices: Phrase-based systems rely on predefined rules and heuristics, which can be inflexible and difficult to customize for specific language pairs or domains.
2. Limited ability to handle rare words: Phrase-based systems often struggle to translate rare words or words with multiple meanings, leading to inaccurate or incomplete translations.
3. Inability to handle long-range dependencies: Phrase-based systems typically process the input text in a sequential manner, making it difficult for them to capture long-range dependencies and contextual information.
4. Slow inference speed: Phrase-based systems can be slower than NMT systems, especially when dealing with large input texts.
5. Limited ability to handle ambiguity: Phrase-based systems often rely on predefined rules and heuristics to resolve ambiguity, which can lead to inaccurate or incomplete translations.

In contrast, NMT systems are more flexible, can handle rare words and long-range dependencies, and have faster inference speed","The weakness of conventional phrase-based translation systems over Neural Machine Translation are their brittle design choices especially when it's trained on very large-scale datasets, large scale, production quality and it lacks the ability to learn directly in an end-to-end fashion.","Neural Machine Translation(NMT) [41, 2] has recently beenintroduced as a promising approach with the potential of addressingmany shortcomings of traditional machine translation systems.The strength of NMT lies in its ability to learn directly, in anend-to-end fashion, the mapping from input text to associated output text.Its architecture typically consists of two recurrent neural networks (RNNs), oneto consume the input text sequence and one to generate translated output text.NMT is often accompanied by an attention mechanism [2]which helps it cope effectively with long input sequences. An advantage of Neural Machine Translation is that it sidesteps manybrittle design choices in traditional phrase-based machinetranslation [26]. In practice, however, NMT systemsused to be worse in accuracy than phrase-based translation systems,especially when training on very large-scale datasets as used for the verybest publicly available translation systems.Three inherent weaknesses of Neural Machine Translation are responsible for thisgap: its slower training and inference speed, ineffectiveness in dealing withrare words, and sometimesfailure to translate all words in the source sentence. Firstly, it generallytakes a considerable amount of time and computational resources totrain an NMT system on a large-scale translation dataset, thus slowing the rateof experimental turnaround time and innovation. For inference they are generallymuch slower than phrase-based systems due to the large number of parametersused.Secondly, NMT lacks robustness in translating rare words. Though thiscan be addressed in principle by training a “copy model” to mimic atraditional alignment model [31], or by using theattention mechanism to copy rare words [37], these approaches areboth unreliable at scale, since the quality of the alignments varies acrosslanguages, and the latent alignments produced by the attentionmechanism are unstable when the network is deep. Also, simple copyingmay not always be the best strategy to cope with rare words, for example whena transliteration is more appropriate. Finally,NMT systems sometimes produce output sentencesthat do not translate all parts of the input sentence – in otherwords, they fail to completely “cover” the input, which can result insurprising translations. Since then, many novel techniques have been proposed to furtherimprove NMT: using an attention mechanism to deal with rarewords [37], a mechanism to model translationcoverage [42], multi-task and semi-supervised training toincorporate more data [14, 29], a characterdecoder [9], a characterencoder [11], subwordunits [38] also to deal with rare word outputs,different kinds of attentionmechanisms [30], and sentence-levelloss minimization [39, 34].While the translation accuracy of these systems has been encouraging, systematiccomparison with large scale, production quality phrase-based translation systemshas been lacking."
What are the roles of attention connections from the decoder network to the encoder?,The attention connections from the decoder network to the encoder network are used to allow the decoder to focus on different regions of the source sentence during the course of decoding,Attentions connections improve parallelism allowing to decrease training time and allows the decoder to focus on different regions of the source sentence.,"This work presents the design and implementation of GNMT, a production NMTsystem at Google, that aims toprovide solutions to the above problems. In our implementation, therecurrent networks are Long Short-Term Memory (LSTM)RNNs [23, 17]. Our LSTM RNNs have 8layers, with residual connections between layers to encourage gradientflow [21]. For parallelism, we connect the attention fromthe bottom layer of the decoder network to the top layer of theencoder network. To improve inference time, we employ low-precisionarithmetic for inference, which is further accelerated by specialhardware (Google’s Tensor Processing Unit, or TPU). To effectivelydeal with rare words, we use sub-word units (also known as“wordpieces”) [35] for inputs and outputs inour system. Using wordpieces gives a good balance between theflexibility of single characters and the efficiency of full words fordecoding, and also sidesteps the need for special treatment of unknownwords. Our beam search technique includes a length normalization procedure todeal efficiently with the problem of comparing hypotheses of differentlengths during decoding, and a coverage penalty to encourage the modelto translate all of the provided input. Our model (see Figure 1) follows the commonsequence-to-sequence learning framework [41] withattention [2]. It has three components:an encoder network, a decoder network, and an attention network. Theencoder transforms a source sentence into a list of vectors, one vector per input symbol. Giventhis list of vectors, the decoder produces one symbol at a time, untilthe special end-of-sentence symbol (EOS) is produced. The encoder and decoderare connected through an attention module which allows the decoder tofocus on different regions of the source sentence during the course ofdecoding. To improve parallelism and therefore decrease training time, our attention mechanism connects the bottom layer of the decoder to the top layer of the encoder."
How is “character”-delimited models different from “word”-delimited models?,"In ""character""-delimited models, OOV words are converted into sequences of special tokens with prefixes, whereas in ""word""-delimited models, OOV words are collapsed into a single UNK symbol","character-delimited models takes characters as input and outputs characters, the words spitted into constituent characters, resulting typically in a few hundred basic characters including special characters appeared in the data. While in word-delimited models OOv words are collapsed into a single UNK symbols.","A second approach we use is the mixed word/character model.As in a word model, we keep a fixed-size word vocabulary.However, unlike in a conventional word model where OOV words are collapsedinto a single UNK symbol, we convert OOV words into the sequence of itsconstituent characters.Special prefixes are prepended to the characters, to 1) show the location ofthe characters in a word, and 2) to distinguish them from normal in-vocabularycharacters. There are threeprefixes: <B>,<M>, and <E>, indicating beginning of the word, middleof the word and end of the word, respectively. For example, let’s assume theword Miki is not in the vocabulary. It will be preprocessed into asequence of special tokens: <B>M <M>i <M>k <E>i. The process isdone on both the source and the target sentences. During decoding, theoutput may also contain sequences of special tokens. With theprefixes, it is trivial to reverse the tokenization to the original words aspart of a post-processing step. The mixed word-character model is similar to the word model, except theout-of-vocabulary (OOV) words are converted into sequences ofcharacters with special delimiters around them as described in section4.2 in more detail. Inour experiments, the vocabulary size for the mixed word-charactermodel is 32K. For the pure character model, we simply split all wordsinto constituent characters, resulting typically in a few hundred basiccharacters (including special symbols appearing in the data). For thewordpiece models, we train 3 different models with vocabulary sizes of8K, 16K, and 32K. The pure character model (char input, char output) works surprisinglywell on this task, not much worse than the best wordpiece models in BLEUscore. However, these models are rather slow to train and slow to use as thesequences are much longer."
How can the limited set of common sub-word units (“wordpieces”) provide a good balance between the flexibility of “character”-delimited models and the efficiency of “word”-delimited models?,"Sure! Here's the answer to your question based on the provided context:

Wordpieces provide a good balance between flexibility and efficiency by offering a limited set of common sub-word units that can be used to represent words in a way that is more efficient than using characters alone, while still allowing for the flexibility of character-delimited models",Authors assume that's due to the fact that it deals efficiently with an essentially infinite vocabulary without restoring to characters only.,"Wordpieces achieve a balance between the flexibility of characters andefficiency of words.We also find that our models get better overall BLEU scores when usingwordpieces – possibly due to the fact that our models now dealefficiently with an essentially infinite vocabulary without resorting tocharacters only. The latter would make the average lengths of the input and outputsequences much longer, and therefore would require more computation."
Why do NMT systems sometimes produce output sentences that do not translate all parts of the input sentence?,"The model may not translate all parts of the input sentence due to the coverage penalty, which encourages the model to translate only the most important parts of the input, rather than translating all parts equally","Authors implemented a coverage penalty to encourage the model to translate all of the provided input, however, it's not clear why sometimes NMT systems fail to translate all parts of the input.","Our beam search technique includes a length normalization procedure to deal efficiently with the problem of comparing hypotheses of different lengths during decoding, and a coverage penalty to encourage the model to translate all of the provided input."
"Is there a disadvantage to using low-precision arithmetic for inference, such as decreased inference accuracy?",No,"Quantization models can perform slightly have lower results on neural network models, however in this paper authors performed some constraints during training so that's quantizable with minimal impact on the output of the model, the quantized model even performed slightly better than none-quantized training and they suggest it could be due to regularization roles those constraints had during training.","In this section, we present our approach to speed up inference withquantized arithmetic. Our solution is tailored towards the hardwareoptions available at Google. To reduce quantization errors, additionalconstraints are added to our model during training so that it is quantizablewith minimal impact on the output of the model. That is, once amodel is trained with these additional constraints, it can be subsequentlyquantized without loss to translation quality. Our experimental results suggestthat those additional constraints do not hurt model convergence nor the qualityof a model once it has converged. It is worth emphasizing that during training of the model we use full-precisionfloating point numbers. The only constraints we add to the modelduring training are the clipping of the RNN accumulator values into[-\delta,\delta] and softmax logits into[-\gamma,\gamma]. \gamma is fixed to be at 25.0, while thevalue for \delta is gradually annealed from a generous bound of\delta=8.0 at the beginning of training, to a rather stringent boundof \delta=1.0 towards the end of training. At inference time,\delta is fixed at 1.0. Those additional constraints do not degrademodel convergence nor the decoding quality of the model when it hasconverged. In Figure 4, we compare the lossvs. steps for an unconstrained model (the blue curve) and a constrainedmodel (the red curve) on WMT’14 English-to-French. We can see thatthe loss for the constrained model is slightly better, possibly due toregularization roles those constraints play. Our solution strikes a good balance between efficiency andaccuracy. Since the computationally expensive operations (the matrixmultiplications) are done using 8-bit integer operations, ourquantized inference is quite efficient. Also, since error-sensitiveaccumulator values are stored using 16-bit integers, our solution isvery accurate and is robust to quantization errors. Table 1 shows that decoding using reducedprecision arithmetics on the TPU suffers a very minimal loss of 0.0072 onlog perplexity, and no loss on BLEU at all. This result matchesprevious work reporting that quantizing convolutional neuralnetwork models can retain most of the model quality."
"Is it true that they used the output from the bottom decoder layer for y_{i-1}, not the decoder-RNN output from the past decoding time step?","No. According to the formula provided, the attention context \mathbf{a}_{i} is computed using the decoder-RNN output from the past decoding time step, specifically \mathbf{y}_{i-1}. The output from the bottom decoder layer is not used directly for computing the attention context",Authors used only the decoder-RNN output from the past decoding time step in the bottom decoder layer to obtain recurrent attention context which is sent directly to all the remaining decoder layers.,"Our attention module is similar to [2]. Morespecifically, let \mathbf{y}_{i-1} be the decoder-RNN output fromthe past decoding time step (in our implementation, we use the output fromthe bottom decoder layer). Attention context \mathbf{a}_{i}for the current time step is computed according to the following formulas:st=A⁢t⁢t⁢e⁢n⁢t⁢i⁢o⁢n⁢F⁢u⁢n⁢c⁢t⁢i⁢o⁢n⁢(𝐲i−1,𝐱t)∀t,1≤t≤Mpt=exp⁡(st)/∑t=1Mexp⁡(st)∀t,1≤t≤M𝐚i=∑t=1Mpt.𝐱t\begin{split}s_{t}&=AttentionFunction(\mathbf{y}_{i-1},\mathbf{x}_{t})\quad\forall t,\quad 1\leq t\leq M\\p_{t}&=\exp(s_{t})/\sum_{t=1}^{M}\exp(s_{t})\quad\quad\forall t,\quad 1\leq t\leq M\\\mathbf{a}_{i}&=\sum_{t=1}^{M}p_{t}.\mathbf{x}_{t}\end{split}start_ROW start_CELL italic_s start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT end_CELL start_CELL = italic_A italic_t italic_t italic_e italic_n italic_t italic_i italic_o italic_n italic_F italic_u italic_n italic_c italic_t italic_i italic_o italic_n ( bold_y start_POSTSUBSCRIPT italic_i - 1 end_POSTSUBSCRIPT , bold_x start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT ) ∀ italic_t , 1 ≤ italic_t ≤ italic_M end_CELL end_ROW start_ROW start_CELL italic_p start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT end_CELL start_CELL = roman_exp ( italic_s start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT ) / ∑ start_POSTSUBSCRIPT italic_t = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_M end_POSTSUPERSCRIPT roman_exp ( italic_s start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT ) ∀ italic_t , 1 ≤ italic_t ≤ italic_M end_CELL end_ROW start_ROW start_CELL bold_a start_POSTSUBSCRIPT italic_i end_POSTSUBSCRIPT end_CELL start_CELL = ∑ start_POSTSUBSCRIPT italic_t = 1 end_POSTSUBSCRIPT start_POSTSUPERSCRIPT italic_M end_POSTSUPERSCRIPT italic_p start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT . bold_x start_POSTSUBSCRIPT italic_t end_POSTSUBSCRIPT end_CELL end_ROW(4)where AttentionFunction in our implementation is a feed forward network withone hidden layer. Figure 1: The model architecture of GNMT, Google’s Neural Machine Translation system. On the left is the encoder network, on the right is the decoder network, in the middle is the attention module. The bottom encoder layer is bi-directional: the pink nodes gather information from left to right while the green nodes gather information from right to left. The other layers of the encoder are uni-directional. Residual connections start from the layer third from the bottom in the encoder and decoder. The model is partitioned into multiple GPUs to speed up training. In our setup, we have 8 encoder LSTM layers (1 bi-directional layer and 7 uni-directional layers), and 8 decoder layers. With this setting, one model replica is partitioned 8-ways and is placed on 8 different GPUs typically belonging to one host machine. During training, the bottom bi-directional encoder layers compute in parallel first. Once both finish, the uni-directional encoder layers can start computing, each on a separate GPU. To retain as much parallelism as possible during running the decoder layers, we use the bottom decoder layer output only for obtaining recurrent attention context, which is sent directly to all the remaining decoder layers. The softmax layer is also partitioned and placed on multiple GPUs. Depending on the output vocabulary size we either have them run on the same GPUs as the encoder and decoder networks, or have them run on a separate set of dedicated GPUs."
"In the model architecture described in this paper, how many residual connections are used?",8 residual connections are used in the model architecture described in the paper,"Authors used 8 LSTM layers for the encoder, and 8 LSTM layers for the decoder with residual connections for both networks, each layer has 1024 node. though it's not very clear how many residual connections are but a possible answer is 16384.","This work presents the design and implementation of GNMT, a production NMTsystem at Google, that aims toprovide solutions to the above problems. In our implementation, therecurrent networks are Long Short-Term Memory (LSTM)RNNs [23, 17]. Our LSTM RNNs have 8layers, with residual connections between layers to encourage gradientflow [21]. For parallelism, we connect the attention fromthe bottom layer of the decoder network to the top layer of theencoder network. To improve inference time, we employ low-precisionarithmetic for inference, which is further accelerated by specialhardware (Google’s Tensor Processing Unit, or TPU). To effectivelydeal with rare words, we use sub-word units (also known as“wordpieces”) [35] for inputs and outputs inour system. Using wordpieces gives a good balance between theflexibility of single characters and the efficiency of full words fordecoding, and also sidesteps the need for special treatment of unknownwords. Our beam search technique includes a length normalization procedure todeal efficiently with the problem of comparing hypotheses of differentlengths during decoding, and a coverage penalty to encourage the modelto translate all of the provided input. \begin{split}\mathbf{c}_{t}^{i},\mathbf{m}_{t}^{i}&=\mathrm{LSTM}_{i}(\mathbf{c}_{t-1}^{i},\mathbf{m}_{t-1}^{i},\mathbf{x}_{t}^{i-1};\mathbf{W}^{i})\\\mathbf{x}_{t}^{i}&=\mathbf{m}_{t}^{i}+\mathbf{x}_{t}^{i-1}\\\mathbf{c}_{t}^{i+1},\mathbf{m}_{t}^{i+1}&=\mathrm{LSTM}_{i+1}(\mathbf{c}_{t-1}^{i+1},\mathbf{m}_{t-1}^{i+1},\mathbf{x}_{t}^{i};\mathbf{W}^{i+1})\end{split}(6)Residual connections greatly improve the gradient flow in the backwardpass, which allows us to train very deep encoder and decodernetworks. In most of our experiments, we use 8 LSTM layers for the encoderand decoder, though residual connections can allow us to trainsubstantially deeper networks (similar to what was observedin [45]). In all experiments, our models consist of 8 encoder layers and 8 decoder layers.(Since the bottom encoder layer is actually bi-directional, in total there are9 logically distinct LSTM passes in the encoder.)The attention network is a simple feedforward network with one hidden layer with 1024 nodes.All of the models use 1024 LSTM nodes per encoder and decoder layers."
Is the trained wordpiece model the same as the Google speech recognition system developed to solve a Japanese/Korean segmentation problem the authors mentioned above?,No. The trained wordpiece model is not the same as the Google speech recognition system developed to solve a Japanese/Korean segmentation problem mentioned in the context,"Yes, the word piece model was initially developed to solve a Japanese/Korean segmentation problem.","Our most successful approach falls into the second category (sub-word units), and weadopt the wordpiece model (WPM) implementation initially developed tosolve a Japanese/Korean segmentation problem for the Google speechrecognition system [35]. This approach is completelydata-driven and guaranteed to generate a deterministic segmentationfor any possible sequence of characters. It is similar tothe method used in [38] to deal with rare words inNeural Machine Translation."
Why is there a larger number of basic characters used for Asian languages than for Western languages?,"Because Asian languages tend to have more complex scripts and a larger number of characters than Western languages, requiring more basic characters to represent the language accurately","The number of basic characters depends on the data, and the answer to this question is not within the limit of this paper.","The wordpiece model is generated using a data-driven approach tomaximize the language-model likelihood of the training data, given anevolving word definition. Given a training corpus and a number ofdesired tokens D, the optimization problem is to select Dwordpieces such that the resulting corpus is minimal in the number ofwordpieces when segmented according to the chosen wordpiece model. Ourgreedy algorithm to this optimization problem is similarto [38] and is described in more detail in[35]. Compared to the original implementation used in[35], we use a special symbol only at thebeginning of the words and not at both ends. We also cut the numberof basic characters to a manageable number depending on the data(roughly 500 for Western languages, more for Asian languages) and mapthe rest to a special unknown character to avoid polluting the givenwordpiece vocabulary with very rare characters. We find that using a total vocabulary of between 8k and 32k wordpieces achievesboth good accuracy (BLEU scores) and fast decodingspeed across all pairs of language pairs we have tried."
Does the task reward function in this context mean the translation task-related reward function?,Yes,"Yes, author's concerns are translation tasks.","Given a dataset of parallel text containing N input-output sequencepairs, denoted \mathcal{D}\equiv\left\{(X^{(i)},Y^{*(i)})\right\}_{i=1}^{N},standard maximum-likelihood training aims at maximizing the sum of logprobabilities of the ground-truth outputs given the correspondinginputs,\mathcal{O}_{\mathrm{ML}}(\bm{\mathbf{\theta}})=\sum_{i=1}^{N}\log{P}_{\theta}(Y^{*(i)}\mid X^{(i)})~{}.(7)The main problem with this objective is that it does not reflect thetask reward function as measured by the BLEU score in translation. Further,this objective does not explicitly encourage a ranking among incorrectoutput sequences – where outputs with higher BLEU scores should still obtainhigher probabilities under the model – since incorrect outputs are neverobserved during training. In other words, using maximum-likelihoodtraining only, the model will not learn to be robust to errors made duringdecoding since they are never observed, which is quite a mismatch betweenthe training and testing procedure."
Is the \delta a hyper-parameter?,"Yes, \delta is a hyperparameter","Yes it's hyper-parameter, as it's within fixed range during training noting that it's fixed within this range during inference.","Recall from equation 6 that in an LSTM stackwith residual connections there are two accumulators: \mathbf{c}_{t}^{i}along the time axis and \mathbf{x}_{t}^{i} along the depth axis. Intheory, both of the accumulators are unbounded, but in practice, wenoticed their values remain quite small. For quantized inference, weexplicitly constrain the values of these accumulators to be within[-\delta, \delta] to guarantee a certain range that can be used forquantization later. The forward computation of an LSTM stack withresidual connections is modified to the following: \begin{split}\mathbf{v_{t}}&=\mathbf{W_{s}}*\mathbf{y_{t}}\\\mathbf{v_{t}^{\prime}}&=\max(-\gamma,\min(\gamma,\mathbf{v_{t}}))\\\mathbf{p_{t}}&=softmax(\mathbf{v_{t}^{\prime}})\end{split}(13)In equation 13, \mathbf{W_{s}} is the weightmatrix for the linear layer, which has the same number of rows as thenumber of symbols in the target vocabulary with each row correspondingto one unique target symbol. \mathbf{v} represents the raw logits, which arefirst clipped to be between -\gamma and \gamma and then normalizedinto a probability vector \mathbf{p}. Input \mathbf{y_{t}} isguaranteed to be between -\delta and \delta due to thequantization scheme we applied to the decoder RNN. The clipping range\gamma for the logits \mathbf{v} is determined empirically, and inour case, it is set to 25. In quantized inference, the weight matrix\mathbf{W_{s}} is quantized into 8 bits as inequation 12, and the matrix multiplication is done using8 bit arithmetic. The calculations within the softmax function and theattention model are not quantized during inference. It is worth emphasizing that during training of the model we use full-precisionfloating point numbers. The only constraints we add to the modelduring training are the clipping of the RNN accumulator values into[-\delta,\delta] and softmax logits into[-\gamma,\gamma]. \gamma is fixed to be at 25.0, while thevalue for \delta is gradually annealed from a generous bound of\delta=8.0 at the beginning of training, to a rather stringent boundof \delta=1.0 towards the end of training. At inference time,\delta is fixed at 1.0. Those additional constraints do not degrademodel convergence nor the decoding quality of the model when it hasconverged. In Figure 4, we compare the lossvs. steps for an unconstrained model (the blue curve) and a constrainedmodel (the red curve) on WMT’14 English-to-French. We can see thatthe loss for the constrained model is slightly better, possibly due toregularization roles those constraints play."
Why are the constraint value of δ and γ separated?,"The constraint value of δ and γ are separated because they serve different purposes in the training process. δ is gradually annealed from a generous bound of 8.0 at the beginning of training to a rather stringent bound of 1.0 towards the end of training, while γ is fixed to be 25.0. This allows the model to adapt to the constraints gradually, and avoids putting too much restriction on the model during training","Yes they are separated, as [-δ,δ] is a clipping range to input yt while [−γ, γ] is the clipping range for raw logits.","\begin{split}\mathbf{v_{t}}&=\mathbf{W_{s}}*\mathbf{y_{t}}\\\mathbf{v_{t}^{\prime}}&=\max(-\gamma,\min(\gamma,\mathbf{v_{t}}))\\\mathbf{p_{t}}&=softmax(\mathbf{v_{t}^{\prime}})\end{split}(13)In equation 13, \mathbf{W_{s}} is the weightmatrix for the linear layer, which has the same number of rows as thenumber of symbols in the target vocabulary with each row correspondingto one unique target symbol. \mathbf{v} represents the raw logits, which arefirst clipped to be between -\gamma and \gamma and then normalizedinto a probability vector \mathbf{p}. Input \mathbf{y_{t}} isguaranteed to be between -\delta and \delta due to thequantization scheme we applied to the decoder RNN. The clipping range\gamma for the logits \mathbf{v} is determined empirically, and inour case, it is set to 25. In quantized inference, the weight matrix\mathbf{W_{s}} is quantized into 8 bits as inequation 12, and the matrix multiplication is done using8 bit arithmetic. The calculations within the softmax function and theattention model are not quantized during inference. It is worth emphasizing that during training of the model we use full-precisionfloating point numbers. The only constraints we add to the modelduring training are the clipping of the RNN accumulator values into[-\delta,\delta] and softmax logits into[-\gamma,\gamma]. \gamma is fixed to be at 25.0, while thevalue for \delta is gradually annealed from a generous bound of\delta=8.0 at the beginning of training, to a rather stringent boundof \delta=1.0 towards the end of training. At inference time,\delta is fixed at 1.0. Those additional constraints do not degrademodel convergence nor the decoding quality of the model when it hasconverged. In Figure 4, we compare the lossvs. steps for an unconstrained model (the blue curve) and a constrainedmodel (the red curve) on WMT’14 English-to-French. We can see thatthe loss for the constrained model is slightly better, possibly due toregularization roles those constraints play."
What kinds of domain knowledge do the authors refer to in this context?,,"Authors refer to translation domain knowledge, as they refer to Luong's et al. (2015) Neural Machine Translation as it reads through all source words until the end of a sentence, then starts translation by emitting one target word at a time as illustrated in Figure 1.","Neural Machine Translation (NMT) achieved state-of-the-art performances in large-scale translation tasks such as from English to French (Luong et al., 2015) and English to German (Jean et al., 2015). NMT is appealing since it requires minimal domain knowledge and is conceptually simple. The model by Luong et al. (2015) reads through all the source words until the end-of-sentence symbol <eos> is reached. It then starts emitting one target word at a time, as illustrated in Figure 1."
How does the size of a large neural network for NMT affect memory?,"The size of a large neural network for NMT has a minimal impact on memory, as the model does not need to explicitly store gigantic phrase tables and language models like in standard MT","Large Neural network NMT has the ability to generalize well to very long word sequences so that it doesn't have to store gigantic phrase tables and language models, which results to having a small memory footprint.","Neural Machine Translation (NMT) achieved state-of-the-art performances inlarge-scale translation tasks such as from English to French [Luong et al., 2015] andEnglish to German [Jean et al., 2015]. NMT is appealing since it requires minimaldomain knowledge and is conceptually simple. The model by ?) reads through all the source words until the end-of-sentence symbol <eos> is reached. It then starts emitting one target word at a time, as illustrated in Figure 1. NMT is often a large neural network that is trained in an end-to-end fashion and has the ability to generalize well to very long word sequences. This means the model does not have to explicitly store gigantic phrase tables and language models as in the case of standard MT; hence, NMT has a small memory footprint. Lastly, implementing NMT decoders is easy unlike the highly intricate decoders in standard MT [Koehn et al., 2003]."
What are the pros and cons of a global approach and a local approach?,"Pros of global approach:

* Attends to all source words, potentially capturing long-range dependencies.

Cons of global approach:

* Computationally expensive, especially for longer sequences.

Pros of local approach:

* Computationally more efficient, as it only attends to a small subset of source words.
* Can capture local dependencies more effectively.

Cons of local approach:

* May not capture long-range dependencies as well as the global approach","A drawback of the global attention is it had to attend to all words on the source side for each target word, which is expensive and potentially will render it impractical to translate longer sequences, and despite that global attention gives a significant boost of +2.8 BLEU making it better than the base attention system, but the local approach gave further improvement of +0.9 BLEU on top of the global attention model. Also the local approach achieved lower AERs. Not to mention that the local approach is simpler, easier to implement and train, and computationally less expensive. as it focus only on a small subset of the source positions per target word.","The global attention has a drawback that it has to attend to all words on thesource side for each target word, which is expensive and can potentially render it impractical totranslate longer sequences, e.g., paragraphs or documents.To address this deficiency, we propose a local attentional mechanism thatchooses to focus only on a small subset of the source positions per target word. Our local attention mechanism selectively focuses on a small window ofcontext and is differentiable. This approach has an advantage of avoiding the expensive computation incurred inthe soft attention and at the same time, is easier to train than the hardattention approach.In concrete details, the model first generates an aligned position p_{t} for each target word at time t. Thecontext vector \mbox{\boldmath{$c$}}_{t} is then derived as a weighted average over the set of source hidden states within the window [p_{t}-D,p_{t}+D]; D isempirically selected.888If the window crosses the sentence boundaries, wesimply ignore the outside part and consider words in the window. Unlike the global approach, the local alignment vector \mbox{\boldmath{$a$}}_{t} is now fixed-dimensional, i.e., \in\mathbb{R}^{2D+1}. We consider two variants of the model as below. In this work, we design, with simplicity and effectiveness in mind, two noveltypes of attention-based models: a global approach in which all sourcewords are attended and a local one whereby only a subset of source wordsare considered at a time. The former approach resembles the model of[Bahdanau et al., 2015] but is simpler architecturally. The latter can be viewed as aninteresting blend between the hard and soft attention modelsproposed in [Xu et al., 2015]: it is computationally less expensive than theglobal model or the soft attention; at the same time, unlike the hard attention,the local attention isdifferentiable almost everywhere, making it easier to implement andtrain.222There is a recent work by ?), which is verysimilar to our local attention and applied to the image generation task.However, as we detail later, our model is much simpler and can achieve good performance for NMT. Besides, we also examine variousalignment functions for our attention-based models. As shown in Table 1, we achieve progressive improvements when(a) reversing the source sentence, +1.3 BLEU, as proposed in [Sutskever et al., 2014]and (b) using dropout, +1.4 BLEU. On top of that, (c) the globalattention approach gives a significant boost of +2.8 BLEU, makingour model slightly better than the base attentional system of?) (row RNNSearch). When (d) using the input-feedingapproach, we seize another notable gain of +1.3 BLEU and outperform theirsystem. The local attention model with predictive alignments (row local-p) provesto be even better, giving us a further improvement of +0.9 BLEU on top of theglobal attention model.It is interesting to observe the trend previously reported in[Luong et al., 2015] that perplexity strongly correlates with translation quality.In total, we achieve a significant gain of5.0 BLEU points over the non-attentional baseline, which already includesknown techniques such as source reversing and dropout. We also found that the alignments produced by local attention models achievelower AERs than those of the global one. The AER obtained by the ensemble, whilegood, is not better than the local-m AER, suggesting the well-knownobservation that AER and translation scores are not well correlated [Fraser and Marcu, 2007].We show some alignment visualizations in Appendix A."
How are hard attention models different from soft attention models?,"Hard attention models select one patch of the image to attend to at a time, while soft attention models place weights ""softly"" over all patches in the source image","Soft attention model's weights are placed ""softly"" over all patches in the source image. while Hard attention models selects one patch of the image to attend at a time. it's also, none-differentiable, requires more complicated techniques and less expensive at inference time.","This model takes inspiration from the tradeoff between the soft and hard attentional models proposed by ?) to tackle the image captiongeneration task. In their work, soft attention refers to the global attentionapproach in which weights are placed “softly” over all patches in the sourceimage. The hard attention, on the other hand, selects one patchof the image to attend to at a time. While less expensive at inference time, thehard attention model is non-differentiable and requires more complicatedtechniques such as variance reduction or reinforcement learning to train."
What kinds of alignment functions are used for their attention-based models?,"The attention-based models use location-based, dot-based, general-based, and concat-based alignment functions","Authors used location, dot, general and concat alignment functions in their experiments.","We examine different attention models (global, local-m, local-p) and differentalignment functions (location, dot, general, concat) as described inSection 3. Due to limitedresources, we cannot run all the possible combinations.However, results in Table 4 do give us some idea aboutdifferent choices.The location-based function does not learn goodalignments: the global (location) model can only obtain a smallgain when performing unknown word replacement compared to using other alignmentfunctions.141414There is a subtle difference in how we retrieve alignmentsfor the different alignment functions. At time step t in which we receivey_{t-1} as input and then compute \mbox{\boldmath{$h$}}_{t},\mbox{\boldmath{$a$}}_{t},\mbox{\boldmath{$c$}}_{t}, and \mbox{\boldmath{$\tilde{h}$}}_{t} beforepredicting y_{t}, the alignment vector \mbox{\boldmath{$a$}}_{t} is used as alignmentweights for (a) the predicted word y_{t} in the location-basedalignment functions and (b) the input word y_{t-1} in the content-basedfunctions.For content-based functions, our implementation concat does not yield good performancesand more analysis should be done to understand thereason.151515With concat, the perplexities achieved by different models are 6.7 (global), 7.1(local-m), and 7.1 (local-p). Such high perplexities could be due to the factthat we simplify the matrix W_{a} to set the part that corresponds to \mbox{\boldmath{$\bar{h}$}}_{s}to identity. It is interesting to observe that dot workswell for the global attention and general is better for the localattention.Among the different models, the local attention model with predictive alignments (local-p) is best, both in terms of perplexities and BLEU."
