question,iris_answer,correct_answer,context
What are transformation modules? Is this related to transformers?,"Transformation modules are components in machine learning models that adapt the output of the model when faced with new concepts, without requiring to re-train the entire model. They are not directly related to transformers, but are a way to modify the model's behavior without changing the underlying architecture","The authors explain how trainable “transformation modules” attached to a frozen (non-trainable) base model might allow for existing models to be used for new concepts, instead of finetuning or retraining (both of which have their associated challenges). In this context, it is probable that the authors used transformation modules as a general term to refer to a layer or module that is able to perform some transformation (or change) on its input. There is no information to suggest that they are specifically referring to transformers, nor do they explicitly define the exact structure of the aforementioned transformation modules.","Introducing new concepts into large scale models is often difficult. Re-training a model with an expanded dataset for each new concept is prohibitively expensive, and fine-tuning on few examples typically leads to catastrophic forgetting (Ding et al., 2022; Li et al., 2022). More measured approaches freeze the model and train transformation modules to adapt its output when faced with new concepts (Zhou et al., 2021; Gao et al., 2021; Skantze & Willemsen, 2022). However, these approaches are still prone to forgetting prior knowledge, or face difficulties in accessing it concurrently with newly learned concepts (Kumar et al., 2022; Cohen et al., 2022)."
How do they show that single word embeddings capture unique and varied concepts?,"By demonstrating that their method can successfully capture finer details of personalized objects that the image encoder (CLIP) is unlikely to have seen, such as color patterns on a teapot or a skull mug, using only a single word embedding","The authors explain how their single-word embedding approach is able to pick up on finer details (such as colour schemes, or complex images) that are difficult to express using natural language alone. Additionally, their results indicate that their single-word embedding approach has comparable performance to multi-word embeddings, suggesting that their single-word embeddings are not inherently limited in how much information they encode. Both these pieces of information taken together are used by the authors to show that their approach captures unique and diverse concepts.","As our results demonstrate, our method better captures the unique details of the concept. Human captioning typically captures the most prominent features of an object, but provides insufficient detail to reconstruct finer features like color patterns (e.g. of the teapot). In some cases (e.g. the skull mug) the object itself may be exceedingly difficult to describe through natural language. When provided with an image, DALLE-2 is able to recreate more appealing samples, particularly for well-known objects with limited detail (Aladdin’s lamp). However, it still struggles with unique details of personalized objects that the image encoder (CLIP) is unlikely to have seen (mug, teapot). In contrast, our method can successfully capture these finer details, and it does so using only a single word embedding. However, note that while our creations are more similar to the source objects, they are still variations that may differ from the source. Our evaluation results are summarized in Figure 10(a).We highlight four observations of particular interest:First, the semantic reconstruction quality of our method and many of the baselines is comparable to simply sampling random images from the training set.Second, the single-word method achieves comparable reconstruction quality, and considerably improved editability over all multi-word baselines. These points outline the impressive flexibility of the textual embedding space, showing that it can serve to capture new concepts with a high degree of accuracy while using only a single pseudo-word."
They claim that LSTIM can synthesize unseen compositions. Is this true? What are some examples?,"Yes, LSTIM can synthesize unseen compositions.

Examples of unseen compositions synthesized by LSTIM include:

* Novel scenes with unconventional perspectives or lighting, such as a cityscape at night with glowing neon lights and a futuristic skyline.
* Images that combine elements from different domains, such as a beach scene with a hot air balloon flying overhead.
* Scenes with fantastical or surreal elements, such as a forest filled with giant mushrooms and glowing fungi.

These examples demonstrate the ability of LSTIM to generate novel and unseen compositions, beyond the capabilities of traditional image generation methods","Assuming that “LSTIM” stands for “large-scale text-to-image models”, the authors mention a list of related work that demonstrate the efficacy of models such as these to reason over natural language queries and generate new art or images. However, whether this statement is true or not, or examples that would validate this claim are not explicitly spelled out in this paper.","Recently, large-scale text-to-image models (Rombach et al., 2021; Ramesh et al., 2021, 2022; Nichol et al., 2021; Yu et al., 2022; Saharia et al., 2022) have demonstrated an unprecedented capability to reason over natural language descriptions. They allow users to synthesize novel scenes with unseen compositions and produce vivid pictures in a myriad of styles. These tools have been used for artistic creation, as sources of inspiration, and even to design new, physical products (Yacoubian, 2022). Their use, however, is constrained by the user’s ability to describe the desired target through text. Turning back to Rose, one could then ask: How might she frame her request if she were to approach one of these models? How could we, as users, ask text-to-image models to craft a novel scene containing a cherished childhood toy? Or to pull our child’s drawing from its place on the fridge, and turn it into an artistic showpiece?"
What does low-pass filter data mean? I understand noised but not theo ther parts,"Sure, I can help you with that!

Low-pass filter data refers to the output of a low-pass filter applied to an image. In the context of image processing, a low-pass filter is a mathematical operation that smooths out the image, retaining only the large-scale features and suppressing the high-frequency details. The low-pass filter output is a representation of the image that emphasizes the larger, more gradual changes in the image, rather than the small, detailed features. In the context of inversion, conditioning the denoising process on noised low-pass filter data from the target image helps to preserve the large-scale features of the original image, while still allowing for some degree of detail to be recovered","This term appears in the paper when discussing how a related work, Choi et al (2021). The current paper does not explain what low-pass filtered data means in this context, though it could possibly refer to the signal processing technique.","In the realm of diffusion models, inversion can be performed naïvely by adding noise to an image and then de-noising it through the network. However, this process tends to change the image content significantly. Choi et al. (2021) improve inversion by conditioning the denoising process on noised low-pass filter data from the target image.(Dhariwal & Nichol, 2021) demonstrate that the DDIM (Song et al., 2020) sampling process can be inverted in a closed-form manner, extracting a latent noise map that will produce a given real image. In DALL-E 2 (Ramesh et al., 2022), they build on this method and demonstrate that it can be used to induce changes in the image, such as cross-image interpolations or semantic editing. The later relies on their use of CLIP-based codes to condition the model, and may not be applicable to other methods."
What is DDIM? What does closed-form manner mean here?,"DDIM stands for Diffusion-based Dual-Image Model, and a closed-form manner refers to a mathematical expression that can be evaluated in a straightforward and analytical way, without the need for numerical optimization or approximation",DDIM Is a sampling process that is described in detail in Song et. al 2020. The authors proposed approach samples images after performing multiple DDIM steps.,"In the realm of diffusion models, inversion can be performed naïvely by adding noise to an image and then de-noising it through the network. However, this process tends to change the image content significantly. Choi et al. (2021) improve inversion by conditioning the denoising process on noised low-pass filter data from the target image.(Dhariwal & Nichol, 2021) demonstrate that the DDIM (Song et al., 2020) sampling process can be inverted in a closed-form manner, extracting a latent noise map that will produce a given real image. In DALL-E 2 (Ramesh et al., 2022), they build on this method and demonstrate that it can be used to induce changes in the image, such as cross-image interpolations or semantic editing. The later relies on their use of CLIP-based codes to condition the model, and may not be applicable to other methods. For each prompt, we synthesize 64 samples using 50 DDIM steps, calculate the average CLIP-space embedding of the samples, and compute their cosine similarity with the CLIP-space embedding of the textual prompts, where we omit the placeholder S_{*} (i.e. “A photo of on the moon”). Here, a higher score indicates better editing capability and more faithfulness to the prompt itself. Note that our method does not involve the direct optimization of the CLIP-based objective score and, as such, is not sensitive to the adversarial scoring flaws outlined by Nichol et al. (2021)."
What is the key difference btw GANs and Diffusion models that leads to piror work on inversions not being helpful here?,"The key difference between GANs and Diffusion models that leads to prior work on inversions not being helpful here is the nature of the latent space. In GANs, the latent space is typically assumed to be a continuous, structured space, while in Diffusion models, the latent space is discrete and unstructured. This difference makes many of the solutions typically used in GAN inversion fail to generalize to the textual embedding space, and are often unhelpful or actively harmful","GANs and diffusion models are very different classes of models. GANs attempt to invert an image by transforming an input image into a latent vector - this process of inversion occurs by attempting to optimize the latent vector directly, or alternatively by training an image encoder model on a large dataset of images. Diffusion models, on the other hand, primarily function by adding noise to an image, and then training a model to denoise (or remove noise) from these noisy images. The authors attempted to extend their model using ideas from these two classes of models but stated that neither of them resulted in significantly better performance. The exact reason why these strategies do not work is not explicitly discussed in the paper.","Manipulating images with generative networks often requires one to find a corresponding latent representation of the given image, a process referred to as inversion (Zhu et al., 2016; Xia et al., 2021).In the GAN literature, this inversion is done through either an optimization-based technique (Abdal et al., 2019, 2020; Zhu et al., 2020b; Gu et al., 2020) or by using an encoder (Richardson et al., 2020; Zhu et al., 2020a; Pidhorskyi et al., 2020; Tov et al., 2021). Optimization methods directly optimize a latent vector, such that feeding it through the GAN will re-create a target image. Encoders leverage a large image set to train a network that maps images to their latent representations. In the realm of diffusion models, inversion can be performed naïvely by adding noise to an image and then de-noising it through the network. However, this process tends to change the image content significantly. Choi et al. (2021) improve inversion by conditioning the denoising process on noised low-pass filter data from the target image.(Dhariwal & Nichol, 2021) demonstrate that the DDIM (Song et al., 2020) sampling process can be inverted in a closed-form manner, extracting a latent noise map that will produce a given real image. In DALL-E 2 (Ramesh et al., 2022), they build on this method and demonstrate that it can be used to induce changes in the image, such as cross-image interpolations or semantic editing. The later relies on their use of CLIP-based codes to condition the model, and may not be applicable to other methods. Below, we outline the core details of applying our approach to a specific class of generative models — Latent Diffusion Models (Rombach et al., 2021). In Section 5, we then analyze a set of extensions to this approach, motivated by GAN-inversion literature. However, as we later show, these additional complexities fail to improve upon the initial representation, presented here. Inversion into an uncharted latent space provides us with a wide range of possible design choices. Here, we examine these choices in light of the GAN inversion literature and discover that many core premises (such as a distortion-editability tradeoff (Tov et al., 2021; Zhu et al., 2020b)) also exist in the textual embedding space. However, our analysis reveals that many of the solutions typically used in GAN inversion fail to generalize to this space, and are often unhelpful or actively harmful. We further investigate a series of extensions based on tools typically used in Generative Adversarial Network (GAN) inversion. Our analysis reveals that, while some core principles remain, applying the prior art in a naïve way is either unhelpful or actively harmful. Text-guided image synthesis has been widely studied in the context of GANs (Goodfellow et al., 2014). Typically, a conditional model is trained to reproduce samples from given paired image-caption datasets (Zhu et al., 2019; Tao et al., 2020), leveraging attention mechanisms (Xu et al., 2018) or cross-modal contrastive approaches (Zhang et al., 2021; Ye et al., 2021). More recently, impressive visual results were achieved by leveraging large scale auto-regressive (Ramesh et al., 2021; Yu et al., 2022) or diffusion models (Ramesh et al., 2022; Saharia et al., 2022; Nichol et al., 2021; Rombach et al., 2021)."
Are newly trained concepts weaker than prior ones?,"No, newly trained concepts are not weaker than prior ones","If this question on whether newly trained concepts are weaker, is with regards to existing work, it depends on what specific method is used. For example, the authors mention that finetuning based approaches suffer from catastrophic forgetting. If this question is about the authors’ proposed approach, the answer is a little more unclear, since the question does not define what “weakness” means in this context. The authors explain that some “concepts” (such as those involving specific shapes) are difficult to encode in the proposed approach, but a more thorough answer cannot be found from the text of the paper alone.","Introducing new concepts into large scale models is often difficult. Re-training a model with an expanded dataset for each new concept is prohibitively expensive, and fine-tuning on few examples typically leads to catastrophic forgetting (Ding et al., 2022; Li et al., 2022). More measured approaches freeze the model and train transformation modules to adapt its output when faced with new concepts (Zhou et al., 2021; Gao et al., 2021; Skantze & Willemsen, 2022). However, these approaches are still prone to forgetting prior knowledge, or face difficulties in accessing it concurrently with newly learned concepts (Kumar et al., 2022; Cohen et al., 2022). While our method offers increased freedom, it may still struggle with learning precise shapes, instead incorporating the “semantic” essence of a concept. For artistic creations, this is often enough. In the future, we hope to achieve better control over the accuracy of the reconstructed concepts, enabling users to leverage our method for tasks that require greater precision."
How important is data augmentation for final model accuracy using SSD?,VERY IMPORTANT,"The data augmentation is improving the performance of SSD on small datasets like PASCAL VOC. The mAP values increase by 2% - 3% on multiple datasets after data augmentation. The new augmentation trick improves the performance on small objects as well. Thus, the data augmentation is quite important for final model accuracy using SSD.","Without a follow-up feature resampling step as in Faster R-CNN, the classification task for small objects is relatively hard for SSD, as demonstrated in our analysis (see Fig. 4). The data augmentation strategy described in Sec. 2.2 helps to improve the performance dramatically, especially on small datasets such as PASCAL VOC. The random crops generated by the strategy can be thought of as a “zoom in” operation and can generate many larger training examples. To implement a “zoom out” operation that creates more small training examples, we first randomly place an image on a canvas of 16× of the original image size filled with mean values before we do any random crop operation. Because we have more training images by introducing this new “expansion” data augmentation trick, we have to double the training iterations. We have seen a consistent increase of 2%-3% mAP across multiple datasets, as shown in Table 6. In specific, Figure 6 shows that the new augmentation trick significantly improves the performance on small objects. This result underscores the importance of the data augmentation strategy for the final model accuracy."
How did we get 8732 default bounding box for 300x300 input resolution?,"We used default boxes of different scales on different output layers, with a total of 8732 boxes for a 300x300 input resolution",The 8732 default bounding boxes are obtained for 300x300 input resolution by stacking more scales of boxes on remaining layers and adjusting scales of boxes if needed.,"Multiple output layers at different resolutions is better. A major contribution of SSD is using default boxes of different scales on different output layers. To measure the advantage gained, we progressively remove layers and compare results. For a fair comparison, every time we remove a layer, we adjust the default box tiling to keep the total number of boxes similar to the original (8732). This is done by stacking more scales of boxes on remaining layers and adjusting scales of boxes if needed. We do not exhaustively optimize the tiling for each setting. Table 3 shows a decrease in accuracy with fewer layers, dropping monotonically from 74.3 to 62.4. When we stack boxes of multiple scales on a layer, many are on the image boundary and need to be handled carefully. We tried the strategy used in Faster R-CNN [2], ignoring boxes which are on the boundary. We observe some interesting trends. For example, it hurts the performance by a large margin if we use very coarse feature maps (e.g. conv11 2 (1 × 1) or conv10 2 (3 × 3)). The reason might be that we do not have enough large boxes to cover large objects after the pruning. When we use primarily finer resolution maps, the performance starts increasing again because even after pruning a sufficient number of large boxes remains. If we only use conv7 for prediction, the performance is the worst, reinforcing the message that it is critical to spread boxes of different scales over different layers. Besides, since our predictions do not rely on ROI pooling as in [6], we do not have the collapsing bins problem in low-resolution feature maps [23]. The SSD architecture combines predictions from feature maps of various resolutions to achieve comparable accuracy to Faster R-CNN, while using lower resolution input images."
What would happen if authors replace three prediction layers with DPM (Deformable Convolution Layers) ?,"Sure! Here's the answer to your question based on the provided context:

The performance of the R-CNN model would likely decrease if the authors replaced the three prediction layers with DPM (Deformable Convolution Layers)",If authors replace three prediction layers with DPM (Deformable Convolution Layers) the performance of SSD will degrade compared to R-CNN and other methods.,"There are two established classes of methods for object detection in images, one based on sliding windows and the other based on region proposal classification. Before the advent of convolutional neural networks, the state of the art for those two approaches – Deformable Part Model (DPM) [26] and Selective Search [1] – had comparable performance. However, after the dramatic improvement brought on by R-CNN [22], which combines selective search region proposals and convolutional network based post-classification, region proposal object detection methods became prevalent."
"For creating feature maps, did SSD extracted features from single or multiple layers of the network?",Multiple layers,SSD uses features from multiple layers of the network for creating the feature maps.,"To handle different object scales, some methods [4, 9] suggest processing the image at different sizes and combining the results afterwards. However, by utilizing feature maps from several different layers in a single network for prediction we can mimic the same effect, while also sharing parameters across all object scales. Previous works [10, 11] have shown that using feature maps from the lower layers can improve semantic segmentation quality because the lower layers capture more fine details of the input objects. Similarly,  [12] showed that adding global context pooled from a feature map can help smooth the segmentation results. Motivated by these methods, we use both the lower and upper feature maps for detection. Figure 1 shows two exemplar feature maps (8\times 8 and 4\times 4) which are used in the framework. In practice, we can use many more with small computational overhead."
"For matching default boxes with ground truth ones, what metric was used? ",Jaccard overlap,Best Jaccard Overlap was used to match default boxes with ground truth ones.,"During training we need to determine which default boxes correspond to a ground truth detection and train the network accordingly. For each ground truth box we are selecting from default boxes that vary over location, aspect ratio, and scale. We begin by matching each ground truth box to the default box with the best jaccard overlap (as in MultiBox [7]). Unlike MultiBox, we then match default boxes to any ground truth with jaccard overlap higher than a threshold (0.5). This simplifies the learning problem, allowing the network to predict high scores for multiple overlapping default boxes rather than requiring it to pick only the one with maximum overlap."
What kind of loss function is used in training SSD?,The SSD training objective uses a weighted sum of localization loss (L_{loc}) and confidence loss (L_{conf}),"The loss function used for training is a weighted sum of the localization loss (loc) and the confidence loss conf):L(x,c,l,g)=\frac{1}{N}(L_{conf}(x,c)+\alpha L_{loc}(x,l,g))(1)where N is the number of matched default boxes. If N=0, wet set the loss to 0. The localization loss is a Smooth L1 loss [6] between the predicted box (l) and the ground truth box (g) parameters.","The SSD training objective is derived from the MultiBox objective [7, 8] but is extended to handle multiple object categories. Let x_{ij}^{p}=\{1,0\} be an indicator for matching the i-th default box to the j-th ground truth box of category p.In the matching strategy above, we can have \sum_{i}x_{ij}^{p}\geq 1.The overall objective loss function is a weighted sum of the localization loss (loc) and the confidence loss (conf):L(x,c,l,g)=\frac{1}{N}(L_{conf}(x,c)+\alpha L_{loc}(x,l,g))(1)where N is the number of matched default boxes. If N=0, wet set the loss to 0. The localization loss is a Smooth L1 loss [6] between the predicted box (l) and the ground truth box (g) parameters. Similar to Faster R-CNN [2], we regress to offsets for the center (cx,cy) of the default bounding box (d) and for its width (w) and height (h).\begin{split}L_{loc}(x,l,g)=\sum_{i\in Pos}^{N}\sum_{m\in\{cx,cy,w,h\}}&x_{ij}^{k}\text{smooth}_{\text{L1}}(l_{i}^{m}-\hat{g}_{j}^{m})\\\hat{g}_{j}^{cx}=(g_{j}^{cx}-d_{i}^{cx})/d_{i}^{w}\quad\quad&\hat{g}_{j}^{cy}=(g_{j}^{cy}-d_{i}^{cy})/d_{i}^{h}\\\hat{g}_{j}^{w}=\log\Big{(}\frac{g_{j}^{w}}{d_{i}^{w}}\Big{)}\quad\quad&\hat{g}_{j}^{h}=\log\Big{(}\frac{g_{j}^{h}}{d_{i}^{h}}\Big{)}\end{split}(2)The confidence loss is the softmax loss over multiple classes confidences (c).L_{conf}(x,c)=-\sum_{i\in Pos}^{N}x_{ij}^{p}log(\hat{c}_{i}^{p})-\sum_{i\in Neg}log(\hat{c}_{i}^{0})\quad\text{where}\quad\hat{c}_{i}^{p}=\frac{\exp(c_{i}^{p})}{\sum_{p}\exp(c_{i}^{p})}(3)and the weight term \alpha is set to 1 by cross validation."
What baseline is used for creating feature maps in the proposed SSD framework?,VGG-16 network,"To create feature maps in SSD, VGG-16 was used as a baseline.","The SSD approach is based on a feed-forward convolutional network that produces a fixed-size collection of bounding boxes and scores for the presence of object class instances in those boxes, followed by a non-maximum suppression step to produce the final detections. The early network layers are based on a standard architecture used for high quality image classification (truncated before any classification layers), which we will call the base network222We use the VGG-16 network as a base, but other networks should also produce good results.. We then add auxiliary structure to the network to produce detections with the following key features:"
Increasing the input size improved the detection for small objects. Is this true?,No,"According to above evidential sentence, the answer is True.","To understand the performance of our two SSD models in more details, we used the detection analysis tool from [21]. Figure 3 shows that SSD can detect various object categories with high quality (large white area). The majority of its confident detections are correct. The recall is around 85-90%, and is much higher with “weak” (0.1 jaccard overlap) criteria. Compared to R-CNN [22], SSD has less localization error, indicating that SSD can localize objects better because it directly learns to regress the object shape and classify object categories instead of using two decoupled steps. However, SSD has more confusions with similar object categories (especially for animals), partly because we share locations for multiple categories. Figure 4 shows that SSD is very sensitive to the bounding box size. In other words, it has much worse performance on smaller objects than bigger objects. This is not surprising because those small objects may not even have any information at the very top layers. Increasing the input size (e.g. from 300\times 300 to 512\times 512) can help improve detecting small objects, but there is still a lot of room to improve. On the positive side, we can clearly see that SSD performs really well on large objects. And it is very robust to different object aspect ratios because we use default boxes of various aspect ratios per feature map location."
Did the authors use different sampling strategies than F-RCNN or other detection algorithms?,"Sure! Here's the answer to your question based on the provided context:

Yes, the authors used a different sampling strategy than F-RCNN and other detection algorithms","Yes, the authors used YOLO as a sampling strategy.","Data augmentation is crucial. Fast and Faster R-CNN use the original image and the horizontal flip to train. We use a more extensive sampling strategy, similar to YOLO [5]. Table 2 shows that we can improve 8.8% mAP with this sampling strategy. We do not know how much our sampling strategy will benefit Fast and Faster R-CNN, but they are likely to benefit less because they use a feature pooling step during classification that is relatively robust to object translation by design."
Why did the authors use multi-scale feature maps for detection?,"To allow predictions of detections at multiple scales, enabling the model to capture objects of varying sizes and distances from the camera",Authors used multi-scale feature maps for detection because they allow predictions of detections at multiple scales.,Multi-scale feature maps for detection We add convolutional feature layers to the end of the truncated base network. These layers decrease in size progressively and allow predictions of detections at multiple scales. The convolutional model for predicting detections is different for each feature layer (cf Overfeat[4] and YOLO[5] that operate on a single scale feature map).
Compare the detection feature map of both of single shot detectors (SSD and YOLO) ? ,"Both SSD and YOLO use multi-scale feature maps for detection, but they differ in the number of scales and the size of the feature maps. SSD uses a larger number of scales with smaller feature maps, while YOLO uses a smaller number of scales with larger feature maps",SSD uses multi-scale feature map while YOLO operates on single scale feature map.,Multi-scale feature maps for detection We add convolutional feature layers to the end of the truncated base network. These layers decrease in size progressively and allow predictions of detections at multiple scales. The convolutional model for predicting detections is different for each feature layer (cf Overfeat[4] and YOLO[5] that operate on a single scale feature map).
How to reinject the missed predictions to help SSD to learn from negative predictions ? ,"Sure! Here's the answer to your question based on the provided context:

Reinjecting the missed predictions can help SSD learn from negative predictions by providing more diverse and balanced training examples",The negative samples are sorted using highest confidence loss for each default box and the top ones are picked. This is how missed predictions are reinjected to help SSD learn from negative predictions.,"After the matching step, most of the default boxes are negatives, especially when the number of possible default boxes is large. This introduces a significant imbalance between the positive and negative training examples. Instead of using all the negative examples, we sort them using the highest confidence loss for each default box and pick the top ones so that the ratio between the negatives and positives is at most 3:1. We found that this leads to faster optimization and a more stable training."
Increasing default box shape will increase in model performance. How many default boxes are used in the SSD framework?,6 default boxes per location,"In SSD framework, generally 6 default boxes per location are used.","More default box shapes is better. As described in Sec. 2.2.3, by default we use 6 default boxes per location. If we remove the boxes with \frac{1}{3} and 3 aspect ratios, the performance drops by 0.6%. By further removing the boxes with \frac{1}{2} and 2 aspect ratios, the performance drops another 2.1%. Using a variety of default box shapes seems to make the task of predicting boxes easier for the network."
"What do you mean by NMS(Non-Maximal Suppression) ?
","Non-Maximal Suppression (NMS) is a step in the SSD object detection algorithm where the output bounding boxes and scores are filtered to retain only the most likely detections, based on a threshold value. This helps to reduce the number of false positives and improve the accuracy of the detections",NMS is used in SSD to get the final predictions. The definition and process of NMS cannot be answered in this paper.,"The SSD approach is based on a feed-forward convolutional network that produces a fixed-size collection of bounding boxes and scores for the presence of object class instances in those boxes, followed by a non-maximum suppression step to produce the final detections. The early network layers are based on a standard architecture used for high quality image classification (truncated before any classification layers), which we will call the base network222We use the VGG-16 network as a base, but other networks should also produce good results.. We then add auxiliary structure to the network to produce detections with the following key features:"
What input size images were tested for SSD experiments? ,300x300,SSD experiments were tested for images with input size 300x300.,"To understand SSD better, we carried out controlled experiments to examine how each component affects performance. For all the experiments, we use the same settings and input size (300\times 300), except for specified changes to the settings or component(s)."
"What did the author mean by “Hard Negative Mining”?
","The author referred to selecting only the most difficult negative examples, or those with the highest confidence loss, for training to address the imbalance issue in object detection","When the number of available default boxes is high, the majority of the default boxes after the matching phase are negatives. As a result, there is now a sizable imbalance between the training instances that are good and negative. The biggest confidence loss for each default box is used to order the negative instances, and the top ones are chosen so that the ratio of negative to positive examples is no greater than 3:1. This process is called as Hard Negative Mining.","After the matching step, most of the default boxes are negatives, especially when the number of possible default boxes is large. This introduces a significant imbalance between the positive and negative training examples. Instead of using all the negative examples, we sort them using the highest confidence loss for each default box and pick the top ones so that the ratio between the negatives and positives is at most 3:1. We found that this leads to faster optimization and a more stable training."
How scales of the default bounding boxes for a particular feature map is computed? ,"The scales of the default bounding boxes for a particular feature map are computed as:

s_k = s_min + (s_max - s_min) / (m-1)(k-1)

where s_min and s_max are the minimum and maximum scales, respectively, and m is the number of feature maps","The scale of the default boxes for each feature map is computed as:s_{k}=s_{\text{min}}+\frac{s_{\text{max}}-s_{\text{min}}}{m-1}(k-1),\quad k\in[1,m](4)where s_{\text{min}} is 0.2 and s_{\text{max}} is 0.9, meaning the lowest layer has a scale of 0.2 and the highest layer has a scale of 0.9, and all layers in between are regularly spaced.","Feature maps from different levels within a network are known to have different (empirical) receptive field sizes [13]. Fortunately, within the SSD framework, the default boxes do not necessary need to correspond to the actual receptive fields of each layer.We design the tiling of default boxes so that specific feature maps learn to be responsive to particular scales of the objects. Suppose we want to use m feature maps for prediction. The scale of the default boxes for each feature map is computed as:s_{k}=s_{\text{min}}+\frac{s_{\text{max}}-s_{\text{min}}}{m-1}(k-1),\quad k\in[1,m](4)where s_{\text{min}} is 0.2 and s_{\text{max}} is 0.9, meaning the lowest layer has a scale of 0.2 and the highest layer has a scale of 0.9, and all layers in between are regularly spaced. We impose different aspect ratios for the default boxes, and denote them as a_{r}\in\{1,2,3,\frac{1}{2},\frac{1}{3}\}. We can compute the width (w_{k}^{a}=s_{k}\sqrt{a_{r}}) and height (h_{k}^{a}=s_{k}/\sqrt{a_{r}}) for each default box. For the aspect ratio of 1, we also add a default box whose scale is s^{\prime}_{k}=\sqrt{s_{k}s_{k+1}}, resulting in 6 default boxes per feature map location. We set the center of each default box to (\frac{i+0.5}{|f_{k}|},\frac{j+0.5}{|f_{k}|}), where |f_{k}| is the size of the k-th square feature map, i,j\in[0,|f_{k}|). In practice, one can also design a distribution of default boxes to best fit a specific dataset. How to design the optimal tiling is an open question as well."
"How did SSD handle Object localization better than F-CNN ? 
","SSD directly learns to regress object shapes and classify object categories, resulting in less localization error compared to F-CNN",SSD does better object localization than F-CNN because directly learns to regress the object shape and classify object categories instead of using two decoupled steps.,"To understand the performance of our two SSD models in more details, we used the detection analysis tool from [21]. Figure 3 shows that SSD can detect various object categories with high quality (large white area). The majority of its confident detections are correct. The recall is around 85-90%, and is much higher with “weak” (0.1 jaccard overlap) criteria. Compared to R-CNN [22], SSD has less localization error, indicating that SSD can localize objects better because it directly learns to regress the object shape and classify object categories instead of using two decoupled steps. However, SSD has more confusions with similar object categories (especially for animals), partly because we share locations for multiple categories. Figure 4 shows that SSD is very sensitive to the bounding box size. In other words, it has much worse performance on smaller objects than bigger objects. This is not surprising because those small objects may not even have any information at the very top layers. Increasing the input size (e.g. from 300\times 300 to 512\times 512) can help improve detecting small objects, but there is still a lot of room to improve. On the positive side, we can clearly see that SSD performs really well on large objects. And it is very robust to different object aspect ratios because we use default boxes of various aspect ratios per feature map location."
What features of the SSD algorithm contributed to major improvements in detection speed ?,"The features of the SSD algorithm that contributed to major improvements in detection speed are:

1. Eliminating bounding box proposals and pixel resampling, which reduces computational cost and allows for faster processing.
2. Using a small convolutional filter to predict object categories and offsets in bounding box locations.
3. Using separate predictors (filters) for different aspect ratio detections.
4. Applying these filters to multiple feature maps from later stages of the network to perform detection at multiple scales","According to authors, the improvement in speed of SSD algorithm comes from eliminating bounding box proposals and the subsequent pixel or feature resampling stage. They have used a small convolutional filter to predict object categories and offsets in bounding box locations, using separate predictors (filters) for different aspect ratio detections, and applying these filters to multiple feature maps from the later stages of a network in order to perform detection at multiple scales. With these modifications—especially using multiple layers for prediction at different scales—thye achieved high-accuracy using relatively low resolution input, further increasing detection speed.","This paper presents the first deep network based object detector that does not resample pixels or features for bounding box hypotheses and and is as accurate as approaches that do. This results in a significant improvement in speed for high-accuracy detection (59 FPS with mAP 74.3% on VOC2007 test, vs. Faster R-CNN 7 FPS with mAP 73.2% or YOLO 45 FPS with mAP 63.4%). The fundamental improvement in speed comes from eliminating bounding box proposals and the subsequent pixel or feature resampling stage. We are not the first to do this (cf [4, 5]), but by adding a series of improvements, we manage to increase the accuracy significantly over previous attempts. Our improvements include using a small convolutional filter to predict object categories and offsets in bounding box locations, using separate predictors (filters) for different aspect ratio detections, and applying these filters to multiple feature maps from the later stages of a network in order to perform detection at multiple scales. With these modifications—especially using multiple layers for prediction at different scales—we can achieve high-accuracy using relatively low resolution input, further increasing detection speed. While these contributions may seem small independently, we note that the resulting system improves accuracy on real-time detection for PASCAL VOC from 63.4% mAP for YOLO to 74.3% mAP for our SSD. This is a larger relative improvement in detection accuracy than that from the recent, very high-profile work on residual networks [3]. Furthermore, significantly improving the speed of high-quality detection can broaden the range of settings where computer vision is useful."
