,question,context,correct_answer,iris_answer,Rouge1,Rouge2,RougeL,Bleu,Chrf,ChrfPlus,Meteor,Ter,Bert,WMS,SMS,Wisdm,Bleurt,BEM,Bart,Prometheus,Faithfullness,Relevancy,Correctness,RSim,Consistency,TSim,LLM
19,"What is meant by ""row-major"" order?","Figure 1 shows examples of this type of plot for the \mathsf{conv5} layer.The \mathsf{conv5} layer has size 256\times13\times13, which we depict as 256 separate 13\times13 grayscale images. Each of the 256 small images contains activations in the same spatial x-y spatial layout as the input data, and the 256 images are simply and arbitrarily tiled into a 16\times16 grid in row-major order.Figure 2 shows a zoomed in view of one particular channel, \mathsf{conv5_{151}}, that responds to human and animal faces. All layers can be viewed in the software tool, including pooling and normalization layers. Visualizing these layers provides intuitions about their effects and functions.","""row-major"" means that consecutive small grayscale images of each row reside next to each other unlike ""column-major"" and both are methods of storing elements in memory.","Row-major order refers to the way the 256 small images are arranged in a 16x16 grid, with each image being placed in a row and then stacked on top of each other",0.3846153796449704,0.0727272677685953,0.2307692257988166,4.095476423604123,31.215893065623955,28.52374727724376,0.2364894943019943,0.0109140518417462,0.7887746691703796,0.5133375407532572,0.7887746691703796,0.7057352662086487,0.3867763876914978,0.4442031681537628,0.0476479690631883,3,0.6666666666666666,0.7736443941924908,0.5985327711687654,0.8937204616046972,0.75,2.0,0.8
20,"Why was a zero-centered input used for training the paper's DNN, instead of using the training images as input directly?","Our network was trained on ImageNet by first subtracting the per-pixel mean of examples in ImageNet before inputting training examples to the network. Thus, the direct input to the network, \mathbf{x}, can be thought of as a zero-centered input. We may pose the optimization problem as finding an image \mathbf{x^{*}} where","Zero mean input data and Standardization in general improve the convergence properties of BP training, so it can help to reach desired solution fast. Also, Authors may intend to have centered inputs so that network reduces its biasing towards certain classes or certain large or tiny response values, hence we can have reasonable values for activations and more visualizable responses from different neurons.",To avoid bias towards the mean of the input data,0.1846153822295858,0.0281690118706607,0.1230769206911243,1.3996036421018951,18.5416949330846,18.04317981208167,0.0771047969026839,0.0016638935108153,0.4792337417602539,0.8197114706039428,0.4626325666904449,0.4152556359767914,0.072992019355297,0.3250014185905456,0.0147640451419676,4,1.0,0.8476090793253465,0.5100048427275099,0.8400982063207207,1.0,2.0,0.8
21,"For the paper's pretrained DNN, if the input does not contain a training set class, why does the probability vector show sensitivity towards the noise in input?","•One of the most interesting conclusions so far has been that representations on some layers seem to be surprisingly local. Instead of finding distributed representations on all layers, we see, for example, detectors for text, flowers, fruit, and faces on \mathsf{conv4} and \mathsf{conv5}. These conclusions can be drawn either from the live visualization or the optimized images (or, best, by using both in concert) and suggest several directions for future research (discussed in Section 4).•When using direct file input to classify photos from Flickr or Google Images, classifications are often correct and highly confident (softmax probability for correct class near 1). On the other hand, when using input from a webcam, predictions often cannot be correct because no items from the training set are shown in the image. The training set’s 1000 classes, though numerous, do not cover most common household objects. Thus, when shown a typical webcam view of a person with no ImageNet classes present, the output has no single high probability, as is expected. Surprisingly, however, this probability vector is noisy and varies significantly in response to tiny changes in the input, often changing merely in response to the noise from the webcam. We might have instead expected unchanging and low confidence predictions for a given scene when no object the network has been trained to classify is present. Plotting the fully connected layers (\mathsf{fc6} and \mathsf{fc7}) also reveals a similar sensitivity to small input changes.•Although the last three layers are sensitive to small input changes, much of the lower layer computation is more robust. For example, when visualizing the \mathsf{conv5} layer, one can find many invariant detectors for faces, shoulders, text, etc. by moving oneself or objects in front of the camera. Even though the 1000 classes contain no explicitly labeled faces or text, the network learns to identify these concepts simply because they represent useful partial information for making a later classification decision. One face detector, denoted \mathsf{conv5_{151}} (channel number 151 on \mathsf{conv5}), is shown in Figure 2 activating for human and lion faces and in Figure 1 activating for a cat face. Zhou et al. (2014) recently observed a similar effect where convnets trained only to recognize different scene types — playgrounds, restaurant patios, living rooms, etc. — learn object detectors (e.g. for chairs, books, and sofas) on intermediate layers.","The reason is that convolution layers learn parameters that can extract useful information and relations from the feature map that can help it afterwards to judge and give suitable responses of what this category is. Responses from learned detectors can resemble among some set of categories and can also differ among other set of categories. Input -not being in the training classes- still has a feature map that different layers would respond to according to those different detectors which the network has already learned and would still give a probability vector which may not be accurate. Hence, having noise in the input can stimulate different detectors to respond and fire different activations that would lead to changes in the probability output vector.","The probability vector shows sensitivity towards the noise in input because the pretrained DNN has learned to recognize useful partial information, such as faces, text, and other objects, even if they are not explicitly present in the training set. These detectors are robust to small input changes and can be observed in the lower layers of the network",0.3770491755549583,0.0710059127285462,0.2950819624402043,2.6318446421616843,39.45756382252941,36.338513937951205,0.1616915422885572,0.0053913366796802,0.6637250185012817,0.7335036166793278,0.5912124514579773,0.8095377087593079,0.2585273385047912,0.2710780501365661,0.0210253143508018,3,,0.8985090891989255,0.6509325670345649,0.8893278363349802,1.0,2.0,0.7
22,"The paper wished to only show the main object , letting other regions be exactly zero if they are not needed. How did the authors achieve it?","Clipping pixels with small norm: The first two regularizations suppress high amplitude and high frequency information, so after applying both, we are left with an \mathbf{x^{*}} that contains somewhat small, somewhat smooth values. However, \mathbf{x^{*}} will still tend to contain non-zero pixel values everywhere. Even if some pixels in \mathbf{x^{*}} show the primary object or type of input causing the unit under consideration to activate, the gradient with respect to all other pixels in \mathbf{x^{*}} will still generally be non-zero, so these pixels will also shift to show some pattern as well, contributing in whatever small way they can to ultimately raise the chosen unit’s activation. We wish to bias the search away from such behavior and instead show only the main object, letting other regions be exactly zero if they are not needed. We implement this bias using an r_{\theta}(\mathbf{x}) that computes the norm of each pixel (over red, green, and blue channels) and then sets any pixels with small norm to zero. The threshold for the norm, \theta_{\mathrm{n\_pct}}, is specified as a percentile of all pixel norms in \mathbf{x}.",The paper reaches this goal by calculating each pixel norm over the 3 colour channels and zeroing out small-norm pixels according to some threshold (the percentile of all pixel norms in x).,"By using an r_{\theta}(\mathbf{x}) that sets any pixels with small norm to zero, based on a threshold \theta_{\mathrm{n\_pct}} specified as a percentile of all pixel norms in \mathbf{x}",0.3448275812306777,0.1724137881272296,0.3103448226099881,8.418521548263552,35.394098740093646,32.39694345300083,0.3529772866789441,0.0106544901065449,0.6332104802131653,0.5819116804444859,0.6332103610038757,0.8114334344863892,0.2908808887004852,0.4508783221244812,0.0123614236903203,4,1.0,0.8130698233822741,,0.885539177139053,1.0,5.0,0.95
23,How many hyperparameter combinations were used for the random hyperparameter search?,"If the above regularization methods are applied individually, they aresomewhat effective at producing more interpretable images; Figure 3 shows the effects of each individual hyperparameter.However, preliminary experiments uncovered that their combinedeffect produces better visualizations. To pick a reasonable set ofhyperparameters for all methods at once, we ran a randomhyperparameter search of 300 possible combinations and settled on fourthat complement each other well. The four selected combinations arelisted in Table 1 and optimized images using each are shown for the “Gorilla” class output unit in Figure 4. Of the four, some show highfrequency information, others low frequency; some contain densepixel data, and others contain only sparse outlines of importantregions.We found the version in the lower-left quadrant to be the best single set of hyperparameters, but often greater intuition canbe gleaned by considering all four at once.Figure 5 shows the optimization results computed for a selection of units on all layers. A single image for every filter of all five convolutional layers is shown in Supplementary Figure S1. Nine images for each filter of all layers, including each of the 1000 ImageNet output classes, can be viewed at http://yosinski.com/deepvis.",300 sets of possible hyperparameter combinations then choose four of them that complement each other well.,300,0.124999998828125,0.0,0.124999998828125,2.2869567780619007,10.170130927465191,13.913450338028811,0.0324675324675324,0.0006662225183211,0.3696901500225067,0.0,0.3696900308132171,,0.5066671371459961,0.9897294640541076,0.0041498482418322,4,1.0,0.9724509545543571,0.696978747108919,0.7877260045099195,1.0,2.0,0.8
24,The paper lists tools that enable understanding of neural networks for beginners. Have they mentioned the tools for expert users as well?,"We also note that tools that enable understanding will especially benefit the vast numbers of newcomers to deep learning, who would like to take advantage of off-the-shelf software packages — like Theano (Bergstra et al., 2010), Pylearn2 (Goodfellow et al., 2013), Caffe (Jia et al., 2014), and Torch (Collobert et al., 2011) — in new domains, but who may not have any intuition for why their models work (or do not). Experts can also benefit as they iterate ideas for new models or when they are searching for good hyperparameters. We thus believe that both experts and newcomers will benefit from tools that provide intuitions about the inner workings of DNNs. This paper provides two such tools, both of which are open source so that scientists and practitioners can integrate them with their own DNNs to better understand them.","They didn't mention specific tools for expert users. However, they have thoughts that even experts would benefit from their new ideas such as when experts iterate ideas for new models or while searching for good hyperparameters or maybe from intuitions about the inner workings of DNNs.","Yes, the paper also mentions tools for expert users",0.2083333302864583,0.1132075446066216,0.2083333302864583,5.158249840684866,34.1176504862605,32.06259884145467,0.1042590949423247,0.0020886516593177,0.7097514271736145,0.7666337758302688,0.7402889728546143,0.7279897332191467,0.4416716396808624,0.5627158880233765,0.0365180738299138,3,1.0,0.915385163082122,0.5919667400495782,0.8678059379833856,0.6666666666666666,1.0,0.0
25,"The paper's model implies that the discriminative parameters also contain significant “generative” structure from the training dataset. What is meant by ""generative"" structure?","However, the results presented here suggest an alternate possibility: the previously used priors may simply have been too weak (see Section S1 for one hypothesis of why a strong p(x) model is needed). With the careful design or learning of a p(x) model that biases toward realism,one may be able to harnessthe large number of parameters present in a discriminately learned p(y|x) modelto generate realistic images by enforcing probability under both models simultaneously.Even with the simple, hand-coded p(x) models we use in this paper as regularizers, complex dependencies between distant pixels already arise (cf. the beetles with structure spanning over 100 pixels in Figure 4). This implies that the discriminative parameters also contain significant “generative” structure from thetraining dataset; that is, the parameters encodenot only the jaguar’s spots, but to some extent also its four legs.With better, learned probabilistic models over the input and activations of higher layers, much more structure may be apparent. Work by Dai et al. (2015) shows some interesting results in this direction.While the images generated in this paper are far from being photo-realistic, they do suggest thattransferring discriminatively trained parameters to generative models — opposite the direction of the usual unsupervised pretraining approach — may be a fruitful area for further investigation.","Generative structure is how the data is distributed inside the space where it lives, for example when learning to detect jaguar class, parameters encode not only the jaguar’s spots(Only to distinguish it through a rare property), but to some extent also its four legs(to learn the pattern with which the whole creature can be found). So, discriminative parameters also contain significant “generative” structure.","The ""generative"" structure refers to the ability of the model to generate realistic images, beyond just recognizing the training data",0.1159420252720018,0.0,0.086956518025625,0.809078048613971,28.644448447879245,24.66818694128696,0.1074601357560904,0.0034364261168384,0.7500528693199158,0.562450190768739,0.754930853843689,0.5112212896347046,0.2803402543067932,0.5864516496658325,0.0214555313571435,3,0.6666666666666666,0.8803221605222071,0.5170526146221273,0.8683351787864129,1.0,1.0,
26,How does the performance change when a dense retriever is evaluated on out-of-domain queries and documents that are different from the domain on which the retriever was trained?,"However, as shown in Thakur et al. (2021b), dense retrieval methods require large amounts of training data to work well.333For reference, the popular MS MARCO dataset (Nguyen et al., 2016) has about 500k training instances; the Natural Questions dataset (Kwiatkowski et al., 2019) has more than 100k training instances.  Most importantly, dense retrieval methods are extremely sensitive to domain shifts: Models trained on MS MARCO perform rather poorly for questions for COVID-19 scientific literature (Wang et al., 2020; Voorhees et al., 2021). The MS MARCO dataset was created before COVID-19, hence, it does not include any COVID-19 related topics and models did not learn how to represent this topic well in a vector space. We use the MS MARCO passage ranking dataset Nguyen et al. (2016) as the data from the source domain. It has 8.8M passages and 532.8K query-passage pairs labeled as relevant in the training set. As Table 1 shows, a state-of-the-art dense retrieval model, achieving an MRR@10 of 33.2 points on the MS MARCO passage ranking dataset, performs poorly on the six selected domain-specific retrieval datasets when compared to simple BM25 lexical search. So far, ICT and CD have only been studied on in-domain performance, i.e. a large in-domain labeled dataset is available which is used for subsequent supervised fine-tuning. SimCSE, CT, and TSDAE have been only studied for unsupervised sentence embedding learning. As our results show in Appendix E, they do not work at all for purely unsupervised dense retrieval. If these pre-training approaches can be used for unsupervised domain adaptation for dense retrieval was so far unclear. In this work, we transfer the setup from Wang et al. (2021) to dense retrieval and first pre-train on the target corpus, followed by supervised training on labeled data from MS MARCO Nguyen et al. (2016). Performance is then measured on the target corpus.","It is said that when evaluating a retriever trained on a source domain in an out-of-domain setting, the performance is obtained lower than BM25. Also, dense retrievers are said to be sensitive to domain shift and models that perform well on MS MARCO do not perform well on COVID-19 data. There have been many studies on unsupervised sentence embedding learning, but it is said that they do not work well in unsupervised dense retrieval. Therefore, the performance of the retriever in out-of-domain may be worse.",Poorly,0.0,0.0,0.0,0.0,1.1109659106262426,0.9522564948224936,0.0,0.0001176332196212,0.1889553219079971,0.6874154210090637,0.1653053015470504,,0.078846551477909,0.0388428643345832,0.0009193727583199,2,1.0,0.0,0.4017053300047696,0.7494819195368312,1.0,1.0,0.8
27,"What kinds of relevant documents are missing, when lexical matching is used for retrieval?","Information Retrieval (IR) is a central component of many natural language applications. Traditionally, lexical methods (Robertson et al., 1994) have been used to search through text content. However, these methods suffer from the lexical gap (Berger et al., 2000) and are not able to recognize synonyms and distinguish between ambiguous words.",Using lexical matching makes it difficult to identify synonyms or to distinguish between ambiguous words.,"Sure! Here's the answer to the question based on the provided context:

Documents that contain synonyms or ambiguous words that are not recognized by lexical matching methods",0.3684210479778393,0.1499999954500001,0.2631578900831025,3.907035910657579,31.35261684264943,28.311454400639946,0.3647665962936898,0.0116029222174473,0.6758891344070435,0.814492404720811,0.7826161980628967,0.7218063473701477,0.6260356903076172,0.2323693633079528,0.0159910670606782,4,,0.8991755226968424,0.7145693410229617,0.8582431273873283,1.0,5.0,0.9
28,What are the factors that should be considered for memory footprint for indexing?,"To evaluate the latency of neural re-ranking models in §4.2, we use a single Tesla V100 GPU that has 32 GiBs of memory on a server with two Intel Xeon Gold 6132 CPUs, each with 14 physical cores (24 hyperthreads), and 469 GiBs of RAM. For the mostly CPU-based retrieval experiments in §4.3 and the indexing experiments in §4.5, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.","During indexing, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.","Memory footprint for indexing should consider the number of documents, the size of the index, the amount of neural computations required, and the number of GPUs available",0.2089552198173313,0.0,0.1791044735486746,1.653475092954637,33.57521759492354,29.297628135818925,0.1301579862128224,0.0051654868949684,0.6821839213371277,0.5426000544105667,0.6065645217895508,0.507175087928772,0.2706979215145111,0.1960524767637252,0.0270901490939554,4,0.25,0.9939750466122732,0.7109750505480285,0.843941613870685,0.25,1.0,0.8
29,"What are pros and cons of these models illustrated in Figure 2, and what are distinctions of the proposed model?  ","These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval. Our main contributions are as follows.(1)We propose late interaction (§3.1) as a paradigm for efficient and effective neural ranking.(2)We present ColBERT (§3.2 & 3.3), a highly-effective model that employs novel BERT-based query and document encoders within the late interaction paradigm.(3)We show how to leverage ColBERT both for re-ranking on top of a term-based retrieval model (§3.5) and for searching a full collection using vector similarity indexes (§3.6).(4)We evaluate ColBERT on MS MARCO and TREC CAR, two recent passage search collections.","Using figure 2, 
These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval.






The distinction of proposed model : 1) a highly-effective model is proposed that employs novel BERT-based query and document encoders within the late interaction paradigm.(2) We show how to leverage ColBERT both for re-ranking on top of a term-based retrieval model (3) and for searching a full collection using vector similarity indexes.(4)We evaluate ColBERT on MS MARCO and TREC CAR, two recent passage search collections.","Pros of the interaction-based models (Figure 2(b) and (c)):

* Superior for IR tasks (Guo et al., 2019; Mitra et al., 2018)

Cons of the interaction-based models:

* Computationally expensive
* Limited by the number of documents that can be processed in a single batch

Pros of the representation-focused model (Figure 2(d)):

* Pre-computes document representations offline, reducing computational load per query
* Allows for efficient vector-similarity search indexes (Johnson et al., 2017; Abuzaid et al., 2019)

Cons of the representation-focused model:

* May not be as effective for IR tasks as interaction-based models

Distinctions of the proposed model (ColBERT):

* Combines the fine-grained matching of interaction-based models with the pre-computation of document representations of representation-based models
* Allows for efficient retrieval of top-k results directly from a large document collection, improving recall over models that only re-rank the output of term-based retrieval",0.386861309561511,0.2313624635232387,0.3722627694155256,22.049572319501472,63.98921563320037,58.61321858407626,0.2854403100162125,0.0063154175683434,0.7619077563285828,0.7722808708600879,0.8208861947059631,0.6382620334625244,,,0.0597877283184481,4,0.7142857142857143,0.8530374321577039,0.3585066188871584,0.933811918756645,0.8461538461538461,4.0,0.9
30,"What if a query term can be matched to multiple document terms? Does MaxSim suffice for capturing query-document relevance, for this case too?","Using E_{q} and E_{d}, ColBERT computes the relevance score between q and d via late interaction, which we define as a summation of maximum similarity (MaxSim) operators. In particular, we find the maximum cosine similarity of each v\in E_{q} with vectors in E_{d}, and combine the outputs via summation. Besides cosine, we also evaluate squared L2 distance as a measure of vector similarity. Intuitively, this interaction mechanism softly searches for each query term t_{q}—in a manner that reflects its context in the query—against the document’s embeddings, quantifying the strength of the “match” via the largest similarity score between t_{q} and a document term t_{d}. Given these term scores, it then estimates the document relevance by summing the matching evidence across all query terms. Given the representation of a query q and a document d, the relevance score of d to q, denoted as S_{q,d}, is estimated via late interaction between their bags of contextualized embeddings. As mentioned before, this is conducted as a sum of maximum similarity computations, namely cosine similarity (implemented as dot-products due to the embedding normalization) or squared L2 distance.","if a query term can be matched to multiple document terms, MaxSim suffice for capturing query-document relevance.  ColBERT computes the relevance score between q and d via late interaction, which we define as a summation of maximum similarity (MaxSim) operators. In particular, we find the maximum cosine similarity of each v\in E_{q} with vectors in E_{d}, and combine the outputs via summation.","No, MaxSim may not suffice for capturing query-document relevance when a query term can be matched to multiple document terms",0.4225352072207896,0.299999996378125,0.2816901367982544,15.5857915291758,60.08033853154403,57.76166734812433,0.232861310614211,0.0040650406504065,0.6868599057197571,0.8091025045213773,0.934676468372345,0.6079936027526855,0.9479606747627258,0.8286710381507874,0.1117423978143761,3,1.0,0.0,0.4633400179484528,0.8534551963191228,0.5,1.0,0.5
31,What are the metrics they used for measuring efficiency and effectiveness?,"Diving deeper into the quality–cost tradeoff between BERT and ColBERT, Figure 4 demonstrates the relationships between FLOPs and effectiveness (MRR@10) as a function of the re-ranking depth k when re-ranking the top-k results by BM25, comparing ColBERT and BERT{}_{\textnormal{base}} (our training). We conduct this experiment on MS MARCO (Dev). We note here that as the official top-1000 ranking does not provide the BM25 order (and also lacks documents beyond the top-1000 per query), the models in this experiment re-rank the Anserini (Yanget al., 2018) toolkit’s BM25 output. Consequently, both MRR@10 values at k=1000 are slightly higher from those reported in Table 1.",They used (MRR@10) for measuring efficiency and effectiveness .,"Sure! Here's the answer to your question based on the provided context:

MRR@10",0.0,0.0,0.0,8.453215125294388,17.180678524118946,12.88550889308921,0.2181069958847737,0.0099009900990099,0.2444480508565902,0.4398624463992959,0.3514485657215118,0.2675998508930206,0.7864586114883423,0.7251616716384888,0.0084735127549365,4,,0.8875972255589525,0.9620231385607192,0.8480023749719481,1.0,5.0,1.0
32,"What are the different aspects that MRR@10 and Recall@50/200/1000 capture, as evaluation metrics for end-to-end retrieval performance ?","Shifting our attention to ColBERT’s end-to-end retrieval effectiveness, we see its major gains in MRR@10 over all of these end-to-end models. In fact, using ColBERT in the end-to-end setup is superior in terms of MRR@10 to re-ranking with the same model due to the improved recall. Moving beyond MRR@10, we also see large gains in Recall@k for k equals to 50, 200, and 1000. For instance, its Recall@50 actually exceeds the official BM25’s Recall@1000 and even all but docTTTTTquery’s Recall@200, emphasizing the value of end-to-end retrieval (instead of just re-ranking) with ColBERT.","In fact, using ColBERT in the end-to-end setup is superior in terms of MRR@10 to re-ranking with the same model due to the improved recall. Moving beyond MRR@10, large gains in Recall@k for k equals to 50, 200, and 1000. For instance, its Recall@50 actually exceeds the official BM25’s Recall@1000 and even all but docTTTTTquery’s Recall@200, emphasizing the value of end-to-end retrieval (instead of just re-ranking) with ColBERT.","MRR@10 and Recall@50/200/1000 capture different aspects of end-to-end retrieval performance, with MRR@10 focusing on precision at the top 10 retrieval positions, while Recall@50/200/1000 emphasizes the overall recall of relevant documents in the top N retrieval positions (where N = 50, 200, or 1000)",0.2499999952582645,0.0740740693638548,0.2499999952582645,7.959082208450317,36.47270889529693,33.76149009847224,0.2146772367964656,0.006999837213088,0.6485401391983032,0.6076716351662388,0.6736586093902588,0.6813220381736755,0.2256049066781997,0.3760406970977783,0.0286737266002957,4,1.0,0.9689757976999248,0.5994768179304576,0.8979017060801506,0.6666666666666666,2.0,0.8
33,"If both queries and documents are short, is still the fine-granular interaction required?","These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval.","During indexing, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.",No,0.0,0.0,0.0,0.0,0.892857142857143,0.5952380952380951,0.0,0.0001785395465095,0.0975634977221489,0.2622675001621246,0.0868942439556121,,0.0971280932426452,0.0690280646085739,0.0005963919205931,1,,0.0,0.1812512904959554,0.7252931152924189,0.0,0.0,
34,"Targeting memory-efficient indexing, can we also prune out redundant tokens in documents while preserving a sufficient level of fine granularity?","Document Encoder. Our document encoder has a very similar architecture. We first segment a document d into its constituent tokens d_{1}d_{2}...d_{m}, to which we prepend BERT’s start token [CLS] followed by our special token [D] that indicates a document sequence. Unlike queries, we do not append [mask] tokens to documents. After passing this input sequence through BERT and the subsequent linear layer, the document encoder filters out the embeddings corresponding to punctuation symbols, determined via a pre-defined list. This filtering is meant to reduce the number of embeddings per document, as we hypothesize that (even contextualized) embeddings of punctuation are unnecessary for effectiveness. ","Targeting memory-efficient indexing, tokens are not appended in documents. We first segment a document d into its constituent tokens d_{1}d_{2}...d_{m}, to which we prepend BERT’s start token [CLS] followed by our special token [D] that indicates a document sequence. Unlike queries, we do not append [mask] tokens to documents. After passing this input sequence through BERT and the subsequent linear layer, the document encoder filters out the embeddings corresponding to punctuation symbols, determined via a pre-defined list. This filtering is meant to reduce the number of embeddings per document, as we hypothesize that (even contextualized) embeddings of punctuation are unnecessary for effectiveness.","Yes, we can prune out redundant tokens in documents while preserving a sufficient level of fine granularity",0.1458333304188368,0.0170940147329976,0.1458333304188368,0.8712432297564716,22.129853189662462,19.905217444539257,0.0364963503649635,0.0017316899256391,0.5636609196662903,0.6377292837106809,0.6538758873939514,0.5974200367927551,0.0541275031864643,0.0595339275896549,0.0105224868862034,3,0.5,0.9541282587733624,0.3694258587857756,0.8112081519381078,0.5,1.0,0.8
35,"How much does the late interaction decrease computational costs, and how close is the performance of the late interaction model to the early interaction model?","In contrast with this trend, ColBERT (which employs late interaction over BERT{}_{\textnormal{base}}) performs no worse than the original adaptation of BERT{}_{\textnormal{base}} for ranking by Nogueira and Cho (Nogueira and Cho, 2019; Nogueiraet al., 2019b) and is only marginally less effective than BERT{}_{\textnormal{large}} and our training of BERT{}_{\textnormal{base}} (described above). While highly competitive in effectiveness, ColBERT is orders of magnitude cheaper than BERT{}_{\textnormal{base}}, in particular, by over 170\times in latency and 13,900\times in FLOPs. This highlights the expressiveness of our proposed late interaction mechanism, particularly when coupled with a powerful pre-trained LM like BERT. While ColBERT’s re-ranking latency is slightly higher than the non-BERT re-ranking models shown (i.e., by 10s of milliseconds), this difference is explained by the time it takes to gather, stack, and transfer the document embeddings to the GPU. In particular, the query encoding and interaction in ColBERT consume only 13 milliseconds of its total execution time. We note that ColBERT’s latency and FLOPs can be considerably reduced by padding queries to a shorter length, using smaller vector dimensions (the MRR@10 of which is tested in §4.5), employing quantization of the document vectors, and storing the embeddings on GPU if sufficient memory exists. We leave these directions for future work.","In contrast with this trend, ColBERT (which employs late interaction over BERT performs no worse than the original adaptation of BERT for ranking and is only marginally less effective than BERT and our training of BERT. While highly competitive in effectiveness, ColBERT is orders of magnitude cheaper than BERT, in particular, by over 170\times in latency and 13,900\times in FLOPs.","The late interaction mechanism decreases computational costs by over 170 times in latency and 13,900 times in FLOPs compared to the early interaction model, while maintaining similar performance",0.2571428525510204,0.1190476147732427,0.2285714239795919,8.722778492512923,43.46782869191621,38.14594546859999,0.171569545352408,0.0051584377302873,0.4103821218013763,0.5049749792373194,0.3478900194168091,0.6501472592353821,0.168068990111351,0.4485958516597748,0.0577364423232659,4,0.6666666666666666,0.9392273420975265,0.5114885528241251,0.8461650193337852,1.0,5.0,0.9
36,What kinds of distribution shifts are considered for evaluating retrievers on out-of-distribution datasets?,"3. Dense retrieval models with issues for out-of-distribution data. Dense retrieval models (esp. ANCE and TAS-B), that map queries and documents independently to vector spaces, perform strongly on certain datasets, while on many other datasets perform significantly worse than BM25. For example, dense retrievers are observed to underperform on datasets with a large domain shift compared from what they have been trained on, like in BioASQ, or task-shifts like in Touché-2020. DPR, the only non-MSMARCO trained dataset overall performs the worst in generalization on the benchmark.","BioASQ, or task-shifts like in Touché-2020 distribution shifts are considered for evaluating retrievers on out-of-distribution datasets","Sure! Here's the answer to your question based on the provided context:

Out-of-distribution distribution shifts, including domain shifts and task-shifts",0.2285714236081633,0.0,0.1142857093224491,4.041034416763137,42.91177593668824,35.67050644101024,0.1694915254237288,0.0104166666666666,0.5897957682609558,0.4324193595535647,0.6126131415367126,0.4757649004459381,0.0880726650357246,0.2697340548038482,0.0148453837816781,3,1.0,0.8911311972701208,0.5873738795910027,0.8496941761270156,1.0,4.0,0.8
