,Unnamed: 0,question,correct_answer,context,answer_70b,Rouge1,Rouge2,RougeL,Bleu,Chrf,Chrfplus,Meteor,Ter,Bert,WMS,SMS,Wisdm,Bart,BEM,Prometheus,Consistency,TSim,Faithfullness,Relevancy,Correctness,RSim,LLM,Bleurt
17,17,"What is an example of a ""network-centric"" approach?","An example of such approach would be to consider a trained network, start with some initial input and compute the forward path activations. compute gradients through backprop and then move this input towards or against the gradient direction until you have some interesting input that is of much significance in the responses of considered neurons.","Network-centric approaches investigate a network directly without any data from a dataset. For example, Erhan et al. (2009) synthesized images that cause high activations for particular units. Starting with some initial input \mathbf{x}=\mathbf{x_{0}}, the activation a_{i}(\mathbf{x}) caused at some unit i by this input is computed, and then steps are taken in input spacealong the gradient \partial a_{i}(\mathbf{x})/\partial\mathbf{x} to synthesize inputs that cause higher and higher activations of unit i, eventually terminating at some \mathbf{x^{*}} which is deemed to be a preferred input stimulus for the unit in question. In the case where the input space is an image, \mathbf{x^{*}} can be displayed directly for interpretation. Others have followed suit, using the gradient to find images that cause higher activations (Simonyan et al., 2013; Nguyen et al., 2014) or lower activations (Szegedy et al., 2013) for output units.",Synthesizing images that cause high activations for particular units.,0.0727272699900827,0.0,0.0727272699900827,0.8237054296530683,23.67081721002201,19.678458579974933,0.0281954887218045,0.0016638935108153,0.2912988066673279,0.5942133694887162,0.3313232958316803,0.4678882658481598,0.0126545603712024,0.0637772381305694,3,1.0,2.0,1.0,0.7428502289583777,0.1994739066972099,0.7978956267888397,1.0,0.0637772381305694
18,18,"What is meant by ""hacks""?",'Hacks' means that they are not likely to naturally exist (non-natural looking images). However they may even cause harmful changes in the response of the network. Adversarial points for instance are examples of such hacks where slight increments in pixels of even correctly classified images can make them fool the network and tend to go beyond there original part of space and hence be misclassified.,"These gradient-based approaches are attractive in their simplicity, but the optimization process tends to produce images that do not greatly resemble natural images. Instead, they are composed of a collection of “hacks” that happen to cause high (or low) activations: extreme pixel values, structured high frequency patterns, and copies of common motifs without global structure (Simonyan et al., 2013; Nguyen et al., 2014; Szegedy et al., 2013; Goodfellow et al., 2014). The fact that activations may be effected by such hacks is better understood thanks to several recent studies. Specifically, it has been shown that such hacks may be applied to correctly classified images to cause them to be misclassified even via imperceptibly small changes (Szegedy et al., 2013), that such hacks can be found even without the gradient information to produce unrecognizable “fooling examples” (Nguyen et al., 2014), and that the abundance of non-natural looking images that cause extreme activations can be explained by the locally linear behavior of neural nets(Goodfellow et al., 2014).","extreme pixel values, structured high frequency patterns, and copies of common motifs without global structure.",0.0588235259731836,0.0,0.0588235259731836,0.679364123713465,18.670376142108186,15.326548034493817,0.030441400304414,0.002375296912114,0.2667140662670135,0.5393021241540001,0.2893761396408081,0.0397327579557895,0.0040340526055965,0.0520334467291832,4,1.0,1.0,1.0,0.724928218638703,0.1960208103523753,0.78417779532156,1.0,0.0520334467291832
19,19,"The paper's pre-trained network is nearly identical to the “AlexNet”. Does it use the same training set as the ""AlexNet""?","Yes both were trained on ImageNet 2012 dataset but paper's network first subtracted the per-pixel mean of examples in ImageNet before inputting training examples to the network. Hence, direct input to the network, x, can be thought of as a zero-centered input.","Both of our tools are released as open source and are available athttp://yosinski.com/deepvis. While the tools could be adapted to integrate with any DNN software framework, they work out of the box withthe popular Caffe DNN software package (Jia et al., 2014).Users may run visualizations with their own Caffe DNN or our pre-trained DNN, which comes with pre-computed images optimized to activate each neuron in this trained network. Our pre-trained network is nearly identical to the “AlexNet” architecture (Krizhevsky et al., 2012), but with local reponse normalization layers after pooling layers following (Jia et al., 2014). It was trained with the Caffe framework on the ImageNet 2012 dataset (Deng et al., 2009).
Our network was trained on ImageNet by first subtracting the per-pixel mean of examples in ImageNet before inputting training examples to the network. Thus, the direct input to the network, \mathbf{x}, can be thought of as a zero-centered input. We may pose the optimization problem as finding an image \mathbf{x^{*}} where",yes.,0.0,0.0,0.0,0.7772751558853214,2.141159157799412,2.997294364332352,0.0230414746543778,0.000238038562247,0.1397430896759033,1.0,0.1664652079343795,,0.0097439819252959,0.3352839946746826,3,0.0,1.0,0.5,0.0,0.5606994456793866,0.7427977827175464,0.0,0.3352839946746826
20,20,"What is meant by ""row-major"" order?","""row-major"" means that consecutive small grayscale images of each row reside next to each other unlike ""column-major"" and both are methods of storing elements in memory.","Figure 1 shows examples of this type of plot for the \mathsf{conv5} layer.The \mathsf{conv5} layer has size 256\times13\times13, which we depict as 256 separate 13\times13 grayscale images. Each of the 256 small images contains activations in the same spatial x-y spatial layout as the input data, and the 256 images are simply and arbitrarily tiled into a 16\times16 grid in row-major order.Figure 2 shows a zoomed in view of one particular channel, \mathsf{conv5_{151}}, that responds to human and animal faces. All layers can be viewed in the software tool, including pooling and normalization layers. Visualizing these layers provides intuitions about their effects and functions.","Left to right, then down.",0.0689655143876338,0.0,0.0689655143876338,1.4262733286728255,12.23155361132997,11.48624059703669,0.0349650349650349,0.0019960079840319,0.1164742931723594,0.4439826052297246,0.1164742931723594,,0.0170023328734347,0.1022039055824279,3,0.0,1.0,1.0,0.8038643172098218,0.5671311600223639,0.7685246400894554,0.8,0.1022039055824279
21,21,"Why was a zero-centered input used for training the paper's DNN, instead of using the training images as input directly?","Zero mean input data and Standardization in general improve the convergence properties of BP training, so it can help to reach desired solution fast. Also, Authors may intend to have centered inputs so that network reduces its biasing towards certain classes or certain large or tiny response values, hence we can have reasonable values for activations and more visualizable responses from different neurons.","Our network was trained on ImageNet by first subtracting the per-pixel mean of examples in ImageNet before inputting training examples to the network. Thus, the direct input to the network, \mathbf{x}, can be thought of as a zero-centered input. We may pose the optimization problem as finding an image \mathbf{x^{*}} where",Subtracting per-pixel mean.,0.0338983041195059,0.0,0.0338983041195059,0.6323423276314544,9.252523463966575,8.43341134893922,0.0162337662337662,0.0004759638267491,0.2039775550365448,0.6898880686078752,0.2032570987939834,0.2925323247909546,0.0096903954411856,0.0437266752123832,3,0.6666666666666666,1.0,0.6666666666666666,0.8402392675584475,0.6208463679690157,0.7690725084117837,0.8,0.0437266752123832
22,22,"For the paper's pretrained DNN, if the input does not contain a training set class, why does the probability vector show sensitivity towards the noise in input?","The reason is that convolution layers learn parameters that can extract useful information and relations from the feature map that can help it afterwards to judge and give suitable responses of what this category is. Responses from learned detectors can resemble among some set of categories and can also differ among other set of categories. Input -not being in the training classes- still has a feature map that different layers would respond to according to those different detectors which the network has already learned and would still give a probability vector which may not be accurate. Hence, having noise in the input can stimulate different detectors to respond and fire different activations that would lead to changes in the probability output vector.","•One of the most interesting conclusions so far has been that representations on some layers seem to be surprisingly local. Instead of finding distributed representations on all layers, we see, for example, detectors for text, flowers, fruit, and faces on \mathsf{conv4} and \mathsf{conv5}. These conclusions can be drawn either from the live visualization or the optimized images (or, best, by using both in concert) and suggest several directions for future research (discussed in Section 4).•When using direct file input to classify photos from Flickr or Google Images, classifications are often correct and highly confident (softmax probability for correct class near 1). On the other hand, when using input from a webcam, predictions often cannot be correct because no items from the training set are shown in the image. The training set’s 1000 classes, though numerous, do not cover most common household objects. Thus, when shown a typical webcam view of a person with no ImageNet classes present, the output has no single high probability, as is expected. Surprisingly, however, this probability vector is noisy and varies significantly in response to tiny changes in the input, often changing merely in response to the noise from the webcam. We might have instead expected unchanging and low confidence predictions for a given scene when no object the network has been trained to classify is present. Plotting the fully connected layers (\mathsf{fc6} and \mathsf{fc7}) also reveals a similar sensitivity to small input changes.•Although the last three layers are sensitive to small input changes, much of the lower layer computation is more robust. For example, when visualizing the \mathsf{conv5} layer, one can find many invariant detectors for faces, shoulders, text, etc. by moving oneself or objects in front of the camera. Even though the 1000 classes contain no explicitly labeled faces or text, the network learns to identify these concepts simply because they represent useful partial information for making a later classification decision. One face detector, denoted \mathsf{conv5_{151}} (channel number 151 on \mathsf{conv5}), is shown in Figure 2 activating for human and lion faces and in Figure 1 activating for a cat face. Zhou et al. (2014) recently observed a similar effect where convnets trained only to recognize different scene types — playgrounds, restaurant patios, living rooms, etc. — learn object detectors (e.g. for chairs, books, and sofas) on intermediate layers.",The last three layers are sensitive to small input changes.,0.1190476169501134,0.0,0.1190476169501134,0.4409266289570098,14.260051051271224,12.866939968820956,0.0303292894280762,0.0008467400508044,0.350750207901001,0.7174631398467747,0.428530216217041,0.5867015719413757,0.0194358372749445,0.0663837492465972,3,1.0,1.0,,0.7722629063783916,0.4999246401910081,0.799882016515593,0.0,0.0663837492465972
23,23,"The paper wished to only show the main object , letting other regions be exactly zero if they are not needed. How did the authors achieve it?",The paper reaches this goal by calculating each pixel norm over the 3 colour channels and zeroing out small-norm pixels according to some threshold (the percentile of all pixel norms in x).,"Clipping pixels with small norm: The first two regularizations suppress high amplitude and high frequency information, so after applying both, we are left with an \mathbf{x^{*}} that contains somewhat small, somewhat smooth values. However, \mathbf{x^{*}} will still tend to contain non-zero pixel values everywhere. Even if some pixels in \mathbf{x^{*}} show the primary object or type of input causing the unit under consideration to activate, the gradient with respect to all other pixels in \mathbf{x^{*}} will still generally be non-zero, so these pixels will also shift to show some pattern as well, contributing in whatever small way they can to ultimately raise the chosen unit’s activation. We wish to bias the search away from such behavior and instead show only the main object, letting other regions be exactly zero if they are not needed. We implement this bias using an r_{\theta}(\mathbf{x}) that computes the norm of each pixel (over red, green, and blue channels) and then sets any pixels with small norm to zero. The threshold for the norm, \theta_{\mathrm{n\_pct}}, is specified as a percentile of all pixel norms in \mathbf{x}.",Clipping pixels with small norm.,0.1111111087191358,0.0,0.0555555531635803,1.389736936231864,20.86631487290544,18.883298831215825,0.0467289719626168,0.001610305958132,0.531011700630188,0.7232179153863698,0.5310115814208984,0.6223348379135132,0.0079353926463203,0.2286660820245742,3,0.6,2.0,,0.759938746225513,0.5937710310334615,0.875084124133846,1.0,0.2286660820245742
24,24,How many hyperparameter combinations were used for the random hyperparameter search?,300 sets of possible hyperparameter combinations then choose four of them that complement each other well.,"If the above regularization methods are applied individually, they aresomewhat effective at producing more interpretable images; Figure 3 shows the effects of each individual hyperparameter.However, preliminary experiments uncovered that their combinedeffect produces better visualizations. To pick a reasonable set ofhyperparameters for all methods at once, we ran a randomhyperparameter search of 300 possible combinations and settled on fourthat complement each other well. The four selected combinations arelisted in Table 1 and optimized images using each are shown for the “Gorilla” class output unit in Figure 4. Of the four, some show highfrequency information, others low frequency; some contain densepixel data, and others contain only sparse outlines of importantregions.We found the version in the lower-left quadrant to be the best single set of hyperparameters, but often greater intuition canbe gleaned by considering all four at once.Figure 5 shows the optimization results computed for a selection of units on all layers. A single image for every filter of all five convolutional layers is shown in Supplementary Figure S1. Nine images for each filter of all layers, including each of the 1000 ImageNet output classes, can be viewed at http://yosinski.com/deepvis.",300.,0.124999998828125,0.0,0.124999998828125,2.719665272174911,8.466725428809443,13.04171647073762,0.064516129032258,0.0006246096189881,0.4001900851726532,0.0,0.4001900851726532,,0.0060663330141482,0.514150083065033,4,1.0,2.0,,0.9716096419349,0.6996616695276676,0.7986466781106707,1.0,0.514150083065033
25,25,The paper lists tools that enable understanding of neural networks for beginners. Have they mentioned the tools for expert users as well?,"They didn't mention specific tools for expert users. However, they have thoughts that even experts would benefit from their new ideas such as when experts iterate ideas for new models or while searching for good hyperparameters or maybe from intuitions about the inner workings of DNNs.","We also note that tools that enable understanding will especially benefit the vast numbers of newcomers to deep learning, who would like to take advantage of off-the-shelf software packages — like Theano (Bergstra et al., 2010), Pylearn2 (Goodfellow et al., 2013), Caffe (Jia et al., 2014), and Torch (Collobert et al., 2011) — in new domains, but who may not have any intuition for why their models work (or do not). Experts can also benefit as they iterate ideas for new models or when they are searching for good hyperparameters. We thus believe that both experts and newcomers will benefit from tools that provide intuitions about the inner workings of DNNs. This paper provides two such tools, both of which are open source so that scientists and practitioners can integrate them with their own DNNs to better understand them.",yes.,0.0,0.0,0.0,0.7445292335166879,2.9404183958447523,3.48642694602796,0.0110619469026548,0.00021734405564,0.1205807849764823,0.4036113321781158,0.1126994118094444,,0.0069435567258746,0.0724119842052459,2,1.0,0.0,,0.0,0.6840557898948881,0.736099827007741,1.0,0.0724119842052459
26,26,"The paper's model implies that the discriminative parameters also contain significant “generative” structure from the training dataset. What is meant by ""generative"" structure?","Generative structure is how the data is distributed inside the space where it lives, for example when learning to detect jaguar class, parameters encode not only the jaguar’s spots(Only to distinguish it through a rare property), but to some extent also its four legs(to learn the pattern with which the whole creature can be found). So, discriminative parameters also contain significant “generative” structure.","However, the results presented here suggest an alternate possibility: the previously used priors may simply have been too weak (see Section S1 for one hypothesis of why a strong p(x) model is needed). With the careful design or learning of a p(x) model that biases toward realism,one may be able to harnessthe large number of parameters present in a discriminately learned p(y|x) modelto generate realistic images by enforcing probability under both models simultaneously.Even with the simple, hand-coded p(x) models we use in this paper as regularizers, complex dependencies between distant pixels already arise (cf. the beetles with structure spanning over 100 pixels in Figure 4). This implies that the discriminative parameters also contain significant “generative” structure from thetraining dataset; that is, the parameters encodenot only the jaguar’s spots, but to some extent also its four legs.With better, learned probabilistic models over the input and activations of higher layers, much more structure may be apparent. Work by Dai et al. (2015) shows some interesting results in this direction.While the images generated in this paper are far from being photo-realistic, they do suggest thattransferring discriminatively trained parameters to generative models — opposite the direction of the usual unsupervised pretraining approach — may be a fruitful area for further investigation.","underlying patterns or features, such as a jaguar's four legs.",0.0645161263267431,0.0,0.0645161263267431,1.2098538739077451,22.844275621691803,19.281839614570863,0.0662419663998196,0.0016366612111292,0.3410953283309936,0.7529309075909019,0.438163012266159,0.6220194697380066,0.0464516483189377,0.2430560886859893,3,1.0,2.0,1.0,0.7900061919043004,0.5032566142526979,0.8130264570107912,0.8,0.2430560886859893
27,27,How does the performance change when a dense retriever is evaluated on out-of-domain queries and documents that are different from the domain on which the retriever was trained?,"It is said that when evaluating a retriever trained on a source domain in an out-of-domain setting, the performance is obtained lower than BM25. Also, dense retrievers are said to be sensitive to domain shift and models that perform well on MS MARCO do not perform well on COVID-19 data. There have been many studies on unsupervised sentence embedding learning, but it is said that they do not work well in unsupervised dense retrieval. Therefore, the performance of the retriever in out-of-domain may be worse.","However, as shown in Thakur et al. (2021b), dense retrieval methods require large amounts of training data to work well.333For reference, the popular MS MARCO dataset (Nguyen et al., 2016) has about 500k training instances; the Natural Questions dataset (Kwiatkowski et al., 2019) has more than 100k training instances.  Most importantly, dense retrieval methods are extremely sensitive to domain shifts: Models trained on MS MARCO perform rather poorly for questions for COVID-19 scientific literature (Wang et al., 2020; Voorhees et al., 2021). The MS MARCO dataset was created before COVID-19, hence, it does not include any COVID-19 related topics and models did not learn how to represent this topic well in a vector space.
We use the MS MARCO passage ranking dataset Nguyen et al. (2016) as the data from the source domain. It has 8.8M passages and 532.8K query-passage pairs labeled as relevant in the training set. As Table 1 shows, a state-of-the-art dense retrieval model, achieving an MRR@10 of 33.2 points on the MS MARCO passage ranking dataset, performs poorly on the six selected domain-specific retrieval datasets when compared to simple BM25 lexical search.
So far, ICT and CD have only been studied on in-domain performance, i.e. a large in-domain labeled dataset is available which is used for subsequent supervised fine-tuning. SimCSE, CT, and TSDAE have been only studied for unsupervised sentence embedding learning. As our results show in Appendix E, they do not work at all for purely unsupervised dense retrieval.
If these pre-training approaches can be used for unsupervised domain adaptation for dense retrieval was so far unclear. In this work, we transfer the setup from Wang et al. (2021) to dense retrieval and first pre-train on the target corpus, followed by supervised training on labeled data from MS MARCO Nguyen et al. (2016). Performance is then measured on the target corpus.",Poorly.,0.0,0.0,0.0,0.3864259978779946,1.284293311770414,1.5840749537995815,0.0059594755661501,0.0001176332196212,0.171967551112175,0.6874154210090637,0.163371279835701,,0.000893218368062,0.068318173289299,3,1.0,0.0,1.0,0.0,0.4022074399828708,0.7516869027886259,0.8,0.068318173289299
28,28,"What kinds of relevant documents are missing, when lexical matching is used for retrieval?",Using lexical matching makes it difficult to identify synonyms or to distinguish between ambiguous words.,"Information Retrieval (IR) is a central component of many natural language applications. Traditionally, lexical methods (Robertson et al., 1994) have been used to search through text content. However, these methods suffer from the lexical gap (Berger et al., 2000) and are not able to recognize synonyms and distinguish between ambiguous words.",Synonyms.,0.0,0.0,0.0,2.445593937240363,20.736652319211807,18.257513990785352,0.0684931506849315,0.0006662225183211,0.5396177172660828,1.0,0.5396177172660828,,0.011754617911374,0.1318535506725311,3,1.0,1.0,1.0,0.8616842588244454,0.9507260116358176,0.802904046543271,0.8,0.1318535506725311
29,29,What are the factors that should be considered for memory footprint for indexing?,"During indexing, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.","To evaluate the latency of neural re-ranking models in §4.2, we use a single Tesla V100 GPU that has 32 GiBs of memory on a server with two Intel Xeon Gold 6132 CPUs, each with 14 physical cores (24 hyperthreads), and 469 GiBs of RAM. For the mostly CPU-based retrieval experiments in §4.3 and the indexing experiments in §4.5, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.",Number of GPUs and their memory.,0.1481481461728395,0.0,0.1111111091358025,1.3576630145622517,14.951978205456282,15.38824592065625,0.0428816466552315,0.0011098779134295,0.6801726818084717,0.5201167869567871,0.6833197474479675,0.6316360235214233,0.0199721041843565,0.1077160984277725,3,1.0,1.0,1.0,0.7684973584845066,0.4605050617275741,0.8420202469102965,0.8,0.1077160984277725
30,30,"What are pros and cons of these models illustrated in Figure 2, and what are distinctions of the proposed model?  ","Using figure 2, 
These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval.






The distinction of proposed model : 1) a highly-effective model is proposed that employs novel BERT-based query and document encoders within the late interaction paradigm.(2) We show how to leverage ColBERT both for re-ranking on top of a term-based retrieval model (3) and for searching a full collection using vector similarity indexes.(4)We evaluate ColBERT on MS MARCO and TREC CAR, two recent passage search collections.","These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval.
Our main contributions are as follows.(1)We propose late interaction (§3.1) as a paradigm for efficient and effective neural ranking.(2)We present ColBERT (§3.2 & 3.3), a highly-effective model that employs novel BERT-based query and document encoders within the late interaction paradigm.(3)We show how to leverage ColBERT both for re-ranking on top of a term-based retrieval model (§3.5) and for searching a full collection using vector similarity indexes (§3.6).(4)We evaluate ColBERT on MS MARCO and TREC CAR, two recent passage search collections.","Pros of interaction-based models (Figure 2 b, c): superior for IR tasks. 
Cons of interaction-based models: high computational load per query. 
Pros of representation-focused model (Figure 2 not shown): pre-compute document representations offline, reducing computational load. 
Cons of representation-focused model: not shown. 
Distinctions of proposed model (Figure 2 d): combines fine-grained matching and pre-computation, shifts document encoding cost offline, and enables vector-similarity search indexes.",0.2403433445228315,0.0937499971533204,0.231759653535707,4.862512414384488,49.94025846044278,45.37321557729593,0.1307472485878522,0.0025740025740025,0.7757101058959961,0.8436492326797476,0.5328967213630676,0.5567066073417664,0.0818111355497641,,4,0.8,3.0,0.6,0.8497327594459062,0.5491681034419584,0.9110001417838492,0.95,
31,31,"What if a query term can be matched to multiple document terms? Does MaxSim suffice for capturing query-document relevance, for this case too?","if a query term can be matched to multiple document terms, MaxSim suffice for capturing query-document relevance.  ColBERT computes the relevance score between q and d via late interaction, which we define as a summation of maximum similarity (MaxSim) operators. In particular, we find the maximum cosine similarity of each v\in E_{q} with vectors in E_{d}, and combine the outputs via summation.","Using E_{q} and E_{d}, ColBERT computes the relevance score between q and d via late interaction, which we define as a summation of maximum similarity (MaxSim) operators. In particular, we find the maximum cosine similarity of each v\in E_{q} with vectors in E_{d}, and combine the outputs via summation. Besides cosine, we also evaluate squared L2 distance as a measure of vector similarity. Intuitively, this interaction mechanism softly searches for each query term t_{q}—in a manner that reflects its context in the query—against the document’s embeddings, quantifying the strength of the “match” via the largest similarity score between t_{q} and a document term t_{d}. Given these term scores, it then estimates the document relevance by summing the matching evidence across all query terms.
Given the representation of a query q and a document d, the relevance score of d to q, denoted as S_{q,d}, is estimated via late interaction between their bags of contextualized embeddings. As mentioned before, this is conducted as a sum of maximum similarity computations, namely cosine similarity (implemented as dot-products due to the embedding normalization) or squared L2 distance.",Yes.,0.0,0.0,0.0,0.4447652331523465,1.79743909802668,2.284127230471631,0.0071942446043165,0.0001612643122077,0.0364782139658927,0.4011005461215973,0.0676968246698379,,0.0089213934243018,0.0546819567680358,1,0.0,0.0,1.0,0.7877591127972098,0.4789976387238068,0.7160021737129958,0.0,0.0546819567680358
32,32,What are the metrics they used for measuring efficiency and effectiveness?,They used (MRR@10) for measuring efficiency and effectiveness .,"Diving deeper into the quality–cost tradeoff between BERT and ColBERT, Figure 4 demonstrates the relationships between FLOPs and effectiveness (MRR@10) as a function of the re-ranking depth k when re-ranking the top-k results by BM25, comparing ColBERT and BERT{}_{\textnormal{base}} (our training). We conduct this experiment on MS MARCO (Dev). We note here that as the official top-1000 ranking does not provide the BM25 order (and also lacks documents beyond the top-1000 per query), the models in this experiment re-rank the Anserini (Yanget al., 2018) toolkit’s BM25 output. Consequently, both MRR@10 values at k=1000 are slightly higher from those reported in Table 1.",FLOPs and MRR@10.,0.1818181778512397,0.0,0.1818181778512397,13.065113298388567,22.464750533712863,21.858359140339125,0.3626016260162602,0.0037359900373599,0.3787101805210113,0.4981554627418517,0.3787101507186889,,0.0113059173893006,0.7518272399902344,3,1.0,4.0,1.0,0.9269861243679228,0.7107157195914721,0.8428628783658881,0.8,0.7518272399902344
33,33,"What are the different aspects that MRR@10 and Recall@50/200/1000 capture, as evaluation metrics for end-to-end retrieval performance ?","In fact, using ColBERT in the end-to-end setup is superior in terms of MRR@10 to re-ranking with the same model due to the improved recall. Moving beyond MRR@10, large gains in Recall@k for k equals to 50, 200, and 1000. For instance, its Recall@50 actually exceeds the official BM25’s Recall@1000 and even all but docTTTTTquery’s Recall@200, emphasizing the value of end-to-end retrieval (instead of just re-ranking) with ColBERT.","Shifting our attention to ColBERT’s end-to-end retrieval effectiveness, we see its major gains in MRR@10 over all of these end-to-end models. In fact, using ColBERT in the end-to-end setup is superior in terms of MRR@10 to re-ranking with the same model due to the improved recall. Moving beyond MRR@10, we also see large gains in Recall@k for k equals to 50, 200, and 1000. For instance, its Recall@50 actually exceeds the official BM25’s Recall@1000 and even all but docTTTTTquery’s Recall@200, emphasizing the value of end-to-end retrieval (instead of just re-ranking) with ColBERT.",ranking and recall.,0.0701754375992613,0.0,0.0701754375992613,0.8744171599104006,13.42434399099394,12.74564911466034,0.0174621653084982,0.0004475607936744,0.5512287616729736,0.8329405292220737,0.5937037467956543,,0.0081630031968552,0.1667650043964386,3,1.0,1.0,1.0,0.8490885359046216,0.581835451095281,0.8273418043811238,0.7,0.1667650043964386
34,34,"If both queries and documents are short, is still the fine-granular interaction required?","During indexing, we use another server with the same CPU and system memory specifications but which has four Titan V GPUs attached, each with 12 GiBs of memory. Across all experiments, only one GPU is dedicated per query for retrieval (i.e., for methods with neural computations) but we use up to all four GPUs during indexing.","These increasingly expressive architectures are in tension. While interaction-based models (i.e., Figure 2 (b) and (c)) tend to be superior for IR tasks (Guo et al., 2019; Mitraet al., 2018), a representation-focused model—by isolating the computations among q and d—makes it possible to pre-compute document representations offline (Zamani et al., 2018), greatly reducing the computational load per query. In this work, we observe that the fine-grained matching of interaction-based models and the pre-computation of document representations of representation-based models can be combined by retaining yet judiciously delaying the query–document interaction. Figure 2 (d) illustrates an architecture that precisely does so. As illustrated, every query embedding interacts with all document embeddings via a MaxSim operator, which computes maximum similarity (e.g., cosine similarity), and the scalar outputs of these operators are summed across query terms. This paradigm allows ColBERT to exploit deep LM-based representations while shifting the cost of encoding documents offline and amortizing the cost of encoding the query once across all ranked documents. Additionally, it enables ColBERT to leverage vector-similarity search indexes (e.g., (Johnsonet al., 2017; Abuzaidet al., 2019)) to retrieve the top-k results directly from a large document collection, substantially improving recall over models that only re-rank the output of term-based retrieval.",No.,0.0,0.0,0.0,0.5398548275054964,1.1737089201877933,2.151284902396837,0.0086505190311418,0.0001785395465095,0.087326094508171,0.2622675001621246,0.0885253548622131,,0.002383594897733,0.0696660801768302,1,0.0,0.0,1.0,0.0,0.1786096813425863,0.7144387253703453,0.7,0.0696660801768302
35,35,"Targeting memory-efficient indexing, can we also prune out redundant tokens in documents while preserving a sufficient level of fine granularity?","Targeting memory-efficient indexing, tokens are not appended in documents. We first segment a document d into its constituent tokens d_{1}d_{2}...d_{m}, to which we prepend BERT’s start token [CLS] followed by our special token [D] that indicates a document sequence. Unlike queries, we do not append [mask] tokens to documents. After passing this input sequence through BERT and the subsequent linear layer, the document encoder filters out the embeddings corresponding to punctuation symbols, determined via a pre-defined list. This filtering is meant to reduce the number of embeddings per document, as we hypothesize that (even contextualized) embeddings of punctuation are unnecessary for effectiveness.","Document Encoder. Our document encoder has a very similar architecture. We first segment a document d into its constituent tokens d_{1}d_{2}...d_{m}, to which we prepend BERT’s start token [CLS] followed by our special token [D] that indicates a document sequence. Unlike queries, we do not append [mask] tokens to documents. After passing this input sequence through BERT and the subsequent linear layer, the document encoder filters out the embeddings corresponding to punctuation symbols, determined via a pre-defined list. This filtering is meant to reduce the number of embeddings per document, as we hypothesize that (even contextualized) embeddings of punctuation are unnecessary for effectiveness. ",yes.,0.0,0.0,0.0,0.2590221619310866,1.4099917094480403,1.6161495586355292,0.0041084634346754,9.802960494069208e-05,0.0674433708190918,0.4036113321781158,0.1269738376140594,,0.0056516299384788,0.0396207757294178,3,0.0,0.0,1.0,0.0,0.3441087623954492,0.7097683829151302,0.0,0.0396207757294178
